playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,rebound50s W Mean,rebound50s Scalar,bounces W Mean,bounces Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.marksOnLead W Mean,extendedStats.marksOnLead Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Jeremy Sharp,11.0,33.0,29.93,4.0,8.0,-34.76,7.0,21.0,80.46,1.0,4.0,-63.06,1.0,1.0,18.91,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,99.6,15.0,2.76,10.0,11.96,5.0,-10.63,0.0,-100.0,7.0,103.73,1.0,-30.75,5.0,106.1,0.0,-100.0,0.0,-100.0,0.0,-100.0,302.0,29.66,63.6,2.29,1.0,141.55,2.0,143.01,68.0,-0.0,4.98,68.0
Jesse Hogan,7.0,21.0,-17.32,3.0,6.0,-51.07,6.0,18.0,54.68,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-31.49,7.0,-21.63,3.0,-46.38,1.0,125.23,5.0,45.52,0.0,-100.0,3.0,23.66,0.0,-100.0,0.0,-100.0,0.0,-100.0,91.0,-60.93,85.7,37.83,1.0,141.55,0.0,-100.0,45.0,-0.0,-30.53,45.0
Jesse Motlop,4.45,13.35,-47.44,3.84,7.68,-37.37,1.85,5.55,-52.31,2.15,8.6,-20.58,0.31,0.31,-63.14,0.69,-2.07,-12.21,1.25,7.5,68.01,0.28,0.28,-44.11,8.28,-43.28,4.44,-50.29,4.03,-27.97,0.04,-90.99,1.81,-47.32,0.63,-56.37,1.37,-43.53,0.32,-57.45,1.09,8.89,0.03,-84.04,113.23,-51.39,65.05,4.62,0.25,-39.61,0.69,-16.16,41.18,-9.23,-36.42,41.2
Joe Richards,4.0,12.0,-52.75,4.0,8.0,-34.76,3.0,9.0,-22.66,1.0,4.0,-63.06,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,99.6,8.0,-45.19,6.0,-32.83,2.0,-64.25,0.0,-100.0,3.0,-12.69,0.0,-100.0,2.0,-17.56,1.0,32.98,0.0,-100.0,0.0,-100.0,189.0,-18.86,50.0,-19.58,0.0,-100.0,0.0,-100.0,34.0,-0.0,-47.51,34.0
Joel Amartey,6.4,19.2,-24.4,2.6,5.2,-57.59,4.2,12.6,8.28,2.0,8.0,-26.12,0.8,0.8,-4.88,0.2,-0.6,-74.55,1.4,8.4,88.17,1.2,1.2,139.52,9.0,-38.34,3.8,-57.46,5.2,-7.06,1.4,215.32,2.8,-18.51,0.8,-44.6,2.2,-9.32,2.4,219.15,0.0,-100.0,0.0,-100.0,196.6,-15.59,52.84,-15.02,0.4,-3.38,0.6,-27.1,60.0,-0.0,-7.37,54.8
Joel Jeffrey,11.86,35.58,40.09,6.29,12.58,2.59,0.86,2.58,-77.83,1.71,6.84,-36.83,0.0,0.0,-100.0,2.71,-8.13,244.78,0.14,0.84,-81.18,0.0,0.0,-100.0,18.14,24.27,14.14,58.31,3.0,-46.38,0.0,-100.0,0.86,-74.97,0.0,-100.0,3.43,41.38,0.0,-100.0,3.43,242.66,0.86,357.45,525.71,125.71,94.29,51.65,0.0,-100.0,0.0,-100.0,50.29,3.69,-22.36,50.29
Joel Smith,6.0,18.0,-29.13,3.0,6.0,-51.07,3.0,9.0,-22.66,5.0,20.0,84.71,0.5,0.5,-40.55,1.0,-3.0,27.23,1.0,6.0,34.41,0.5,0.5,-0.2,9.0,-38.34,5.5,-38.42,4.5,-19.57,0.5,12.61,2.5,-27.24,1.0,-30.75,1.0,-58.78,1.0,32.98,0.0,-100.0,0.5,165.96,175.5,-24.65,33.35,-46.36,1.0,141.55,1.0,21.51,57.5,-0.0,-11.23,57.0
Jonathon Ceglar,10.0,30.0,18.12,14.0,28.0,128.35,2.0,6.0,-48.44,1.0,4.0,-63.06,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,24.0,64.42,9.0,0.76,15.0,168.1,0.0,-100.0,2.0,-41.79,11.0,661.77,2.0,-17.56,0.0,-100.0,2.0,99.8,0.0,-100.0,228.0,-2.11,50.0,-19.58,0.0,-100.0,5.0,507.53,94.0,-0.0,45.12,65.0
Jordan Dawson,18.86,56.58,122.77,9.86,19.72,60.82,4.0,12.0,3.12,7.43,29.72,174.47,1.71,1.71,103.33,1.29,-3.87,64.12,0.0,0.0,-100.0,0.14,0.14,-72.06,28.71,96.68,17.86,99.96,8.57,53.17,0.43,-3.15,3.57,3.9,4.0,177.01,4.71,94.15,0.0,-100.0,3.14,213.69,0.43,128.72,539.57,131.66,60.79,-2.23,0.29,-29.95,1.0,21.51,116.0,6.91,79.09,116.0
Jordan De Goey,16.48,49.44,94.66,9.87,19.74,60.99,3.9,11.7,0.54,2.98,11.92,10.08,0.17,0.17,-79.79,1.02,-3.06,29.77,1.02,6.12,37.1,0.13,0.13,-74.05,26.35,80.52,16.38,83.39,6.62,18.32,0.89,100.45,3.02,-12.11,4.17,188.78,7.51,209.56,0.08,-89.36,0.32,-68.03,1.79,852.13,509.62,118.8,63.83,2.66,0.92,122.22,1.03,25.15,96.17,4.98,48.47,96.16
Josh Corbett,5.33,15.99,-37.04,2.0,4.0,-67.38,5.0,15.0,28.9,0.33,1.32,-87.81,0.33,0.33,-60.76,0.33,-0.99,-58.02,1.0,6.0,34.41,1.0,1.0,99.6,7.33,-49.78,5.0,-44.02,2.33,-58.36,1.0,125.23,4.0,16.41,0.0,-100.0,1.33,-45.18,1.33,76.86,0.0,-100.0,0.0,-100.0,71.67,-69.23,73.03,17.46,1.0,141.55,0.33,-59.9,42.67,-0.0,-34.12,42.65
Josh Daicos,10.0,30.0,18.12,9.5,19.0,54.95,4.0,12.0,3.12,4.0,16.0,47.77,0.5,0.5,-40.55,1.0,-3.0,27.23,0.0,0.0,-100.0,0.5,0.5,-0.2,19.5,33.59,15.0,67.94,3.5,-37.44,0.0,-100.0,4.0,16.41,1.0,-30.75,4.0,64.88,0.5,-33.51,1.5,49.85,1.5,697.87,401.5,72.38,55.0,-11.54,0.0,-100.0,0.0,-100.0,75.0,-0.0,15.79,75.0
Josh Dunkley,9.49,28.47,12.1,17.69,35.38,188.53,5.14,15.42,32.51,7.74,30.96,185.93,2.0,2.0,137.81,0.11,-0.33,-86.01,0.09,0.54,-87.9,0.09,0.09,-82.04,27.17,86.13,11.6,29.87,15.77,181.86,1.0,125.23,4.14,20.49,6.66,361.22,2.2,-9.32,0.09,-88.03,1.09,8.89,0.0,-100.0,165.8,-28.82,55.89,-10.11,0.06,-85.51,1.14,38.52,112.49,-1.06,73.67,112.53
Josh Fahey,9.0,27.0,6.31,3.0,6.0,-51.07,5.0,15.0,28.9,2.0,8.0,-26.12,1.0,1.0,18.91,0.0,-0.0,-100.0,1.0,6.0,34.41,1.0,1.0,99.6,12.0,-17.79,8.0,-10.43,4.0,-28.51,0.0,-100.0,5.0,45.52,0.0,-100.0,2.0,-17.56,2.0,165.96,2.0,99.8,0.0,-100.0,259.0,11.2,55.6,-10.58,0.0,-100.0,0.0,-100.0,64.0,-0.0,-1.19,64.0
Josh Honey,4.0,12.0,-52.75,4.29,8.58,-30.03,1.14,3.42,-70.61,1.86,7.44,-31.29,0.0,0.0,-100.0,0.86,-2.58,9.41,0.86,5.16,15.59,0.14,0.14,-72.06,8.29,-43.21,5.14,-42.45,3.14,-43.88,0.14,-68.47,1.0,-70.9,1.0,-30.75,1.86,-23.33,1.0,32.98,0.0,-100.0,0.0,-100.0,105.14,-54.86,67.86,9.14,0.0,-100.0,1.0,21.51,34.14,-1.04,-47.29,34.16
Josh Kelly,10.0,30.0,18.12,4.0,8.0,-34.76,4.0,12.0,3.12,1.0,4.0,-63.06,0.0,0.0,-100.0,1.0,-3.0,27.23,1.0,6.0,34.41,0.0,0.0,-100.0,14.0,-4.09,10.0,11.96,4.0,-28.51,0.0,-100.0,4.0,16.41,2.0,38.5,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,330.0,41.68,60.0,-3.5,0.0,-100.0,1.0,21.51,57.0,-0.0,-12.0,57.0
Josh Rachele,9.59,28.77,13.28,5.4,10.8,-11.92,3.7,11.1,-4.61,2.19,8.76,-19.1,0.69,0.69,-17.95,0.93,-2.79,18.32,1.15,6.9,54.57,0.88,0.88,75.65,15.0,2.76,9.39,5.13,5.58,-0.27,0.32,-27.93,3.37,-1.92,1.32,-8.59,3.11,28.19,0.91,21.01,0.67,-33.07,0.16,-14.89,279.62,20.05,62.53,0.57,0.18,-56.52,0.49,-40.46,65.08,-1.95,0.47,65.11
Josh Rotham,8.0,24.0,-5.5,2.0,4.0,-67.38,6.0,18.0,54.68,1.0,4.0,-63.06,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-31.49,7.0,-21.63,4.0,-28.51,0.0,-100.0,6.0,74.62,0.0,-100.0,2.0,-17.56,0.0,-100.0,2.0,99.8,0.0,-100.0,163.0,-30.02,75.0,20.62,0.0,-100.0,0.0,-100.0,50.0,-0.0,-22.81,50.0
Josh Schache,8.5,25.5,0.4,2.5,5.0,-59.22,6.5,19.5,67.57,4.5,18.0,66.24,0.0,0.0,-100.0,1.0,-3.0,27.23,1.0,6.0,34.41,1.0,1.0,99.6,11.0,-24.64,6.0,-32.83,5.0,-10.63,2.0,350.45,4.5,30.97,0.5,-65.37,2.0,-17.56,1.5,99.47,0.5,-50.05,0.0,-100.0,167.0,-28.3,70.85,13.95,0.5,20.77,0.5,-39.25,75.0,-0.0,15.79,72.0
Josh Treacy,7.65,22.95,-9.64,4.06,8.12,-33.78,6.04,18.12,55.71,2.18,8.72,-19.47,0.75,0.75,-10.82,0.41,-1.23,-47.84,2.06,12.36,176.88,0.84,0.84,67.66,11.71,-19.78,7.1,-20.51,4.62,-17.43,1.41,217.57,4.63,34.75,0.27,-81.3,2.44,0.58,2.32,208.51,0.29,-71.03,0.12,-36.17,238.45,2.38,70.0,12.58,1.26,204.35,0.66,-19.81,72.62,33.17,12.11,70.63
Josh Ward,10.4,31.2,22.84,6.77,13.54,10.42,2.33,6.99,-39.93,2.02,8.08,-25.38,0.93,0.93,10.58,0.09,-0.27,-88.55,0.0,0.0,-100.0,0.0,0.0,-100.0,17.16,17.56,11.05,23.71,7.05,26.01,0.0,-100.0,2.33,-32.19,2.98,106.37,4.35,79.31,0.0,-100.0,1.05,4.9,0.84,346.81,322.14,38.31,75.6,21.59,0.0,-100.0,1.7,106.56,60.44,-0.1,-6.69,60.47
Judson Clarke,5.29,15.87,-37.51,3.14,6.28,-48.78,2.14,6.42,-44.83,3.0,12.0,10.82,0.29,0.29,-65.52,0.86,-2.58,9.41,0.29,1.74,-61.02,0.0,0.0,-100.0,8.43,-42.25,6.86,-23.2,1.57,-71.94,0.0,-100.0,2.14,-37.72,0.0,-100.0,3.0,23.66,0.14,-81.38,0.0,-100.0,0.0,-100.0,194.14,-16.65,44.49,-28.45,0.0,-100.0,0.0,-100.0,40.0,-20.0,-38.25,40.02
Junior Rioli,1.0,3.0,-88.19,8.0,16.0,30.48,2.0,6.0,-48.44,1.0,4.0,-63.06,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,34.41,0.0,0.0,-100.0,9.0,-38.34,5.0,-44.02,4.0,-28.51,1.0,125.23,1.0,-70.9,1.0,-30.75,1.0,-58.78,0.0,-100.0,0.0,-100.0,0.0,-100.0,55.0,-76.39,100.0,60.83,1.0,141.55,1.0,21.51,35.0,-0.0,-45.97,35.0
Justin McInerney,11.0,33.0,29.93,7.0,14.0,14.17,4.5,13.5,16.01,2.5,10.0,-7.65,0.5,0.5,-40.55,1.0,-3.0,27.23,0.5,3.0,-32.8,0.5,0.5,-0.2,18.0,23.31,14.5,62.34,3.5,-37.44,0.0,-100.0,4.5,30.97,1.5,3.88,4.0,64.88,0.5,-33.51,0.0,-100.0,0.0,-100.0,236.0,1.32,62.5,0.52,0.0,-100.0,1.0,21.51,71.5,-0.0,10.39,71.5
Jy Farrar,8.0,24.0,-5.5,3.0,6.0,-51.07,3.0,9.0,-22.66,1.0,4.0,-63.06,2.0,2.0,137.81,2.0,-6.0,154.45,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-24.64,7.0,-21.63,4.0,-28.51,0.0,-100.0,3.0,-12.69,0.0,-100.0,1.0,-58.78,0.0,-100.0,4.0,299.6,0.0,-100.0,173.0,-25.72,75.0,20.62,0.0,-100.0,0.0,-100.0,39.0,-0.0,-39.79,39.0
Jy Simpkin,11.33,33.99,33.83,7.67,15.34,25.1,4.33,12.99,11.63,3.0,12.0,10.82,0.67,0.67,-20.33,1.67,-5.01,112.47,0.33,1.98,-55.65,0.33,0.33,-34.13,19.0,30.16,13.33,49.24,7.0,25.11,0.0,-100.0,4.33,26.02,2.67,84.9,3.67,51.28,0.0,-100.0,1.0,-0.1,1.0,431.91,286.33,22.93,61.63,-0.88,0.0,-100.0,0.67,-18.59,72.33,-0.0,11.67,72.29
Jye Amiss,8.0,24.0,-5.5,3.0,6.0,-51.07,6.0,18.0,54.68,0.5,2.0,-81.53,1.0,1.0,18.91,0.5,-1.5,-36.39,1.0,6.0,34.41,1.5,1.5,199.4,11.0,-24.64,5.0,-44.02,5.5,-1.7,2.5,463.06,3.5,1.86,0.0,-100.0,3.0,23.66,2.0,165.96,0.0,-100.0,0.5,165.96,163.0,-30.02,53.35,-14.2,1.0,141.55,0.0,-100.0,57.0,-0.0,-12.0,57.0
Jye Caldwell,4.71,14.13,-44.37,9.25,18.5,50.87,1.41,4.23,-63.65,6.73,26.92,148.61,2.63,2.63,212.72,2.74,-8.22,248.6,0.88,5.28,18.28,0.08,0.08,-84.03,13.96,-4.36,5.97,-33.16,7.2,28.69,0.04,-90.99,1.37,-60.13,2.94,103.6,2.89,19.13,0.06,-92.02,0.24,-76.02,0.0,-100.0,137.43,-41.0,71.2,14.51,0.02,-95.17,0.99,20.29,63.53,-7.54,-1.92,63.55
Jye Menzie,9.4,28.2,11.03,4.03,8.06,-34.27,4.7,14.1,21.17,3.83,15.32,41.49,0.05,0.05,-94.05,1.75,-5.25,122.65,0.14,0.84,-81.18,0.06,0.06,-88.02,13.43,-7.99,11.16,24.94,2.29,-59.07,0.05,-88.74,4.65,35.33,0.0,-100.0,5.38,121.76,1.0,32.98,0.05,-95.0,1.73,820.21,263.32,13.05,42.48,-31.68,1.79,332.37,0.08,-90.28,61.38,7.06,-5.24,61.38
Kade Chandler,7.59,22.77,-10.35,4.98,9.96,-18.77,3.52,10.56,-9.25,4.38,17.52,61.8,0.51,0.51,-39.36,1.09,-3.27,38.68,0.95,5.7,27.69,0.53,0.53,5.79,12.56,-13.95,8.55,-4.28,4.41,-21.18,0.02,-95.5,3.5,1.86,1.22,-15.51,2.96,22.01,0.66,-12.23,0.7,-30.07,0.15,-20.21,221.86,-4.75,67.94,9.27,0.85,105.31,0.53,-35.6,64.27,0.23,-0.78,64.28
Kai Lohmann,9.33,27.99,10.21,4.56,9.12,-25.62,4.56,13.68,17.56,3.0,12.0,10.82,0.56,0.56,-33.41,0.78,-2.34,-0.76,1.78,10.68,139.25,1.33,1.33,165.47,13.89,-4.84,9.22,3.22,5.0,-10.63,0.33,-25.68,4.22,22.82,0.89,-38.37,2.78,14.59,1.56,107.45,0.11,-89.01,0.44,134.04,257.22,10.43,64.23,3.3,0.67,61.84,1.22,48.24,73.0,-0.0,12.7,73.02
Kaine Baldwin,4.5,13.5,-46.85,2.0,4.0,-67.38,2.5,7.5,-35.55,3.0,12.0,10.82,1.5,1.5,78.36,1.0,-3.0,27.23,1.0,6.0,34.41,0.5,0.5,-0.2,6.5,-55.47,2.5,-72.01,4.0,-28.51,1.0,125.23,1.5,-56.34,1.0,-30.75,2.0,-17.56,1.0,32.98,0.0,-100.0,0.0,-100.0,113.0,-51.48,83.35,34.05,0.0,-100.0,0.5,-39.25,42.5,-0.0,-34.39,42.0
Kallan Dawson,4.0,12.0,-52.75,6.0,12.0,-2.14,2.0,6.0,-48.44,1.0,4.0,-63.06,1.0,1.0,18.91,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-31.49,4.0,-55.22,6.0,7.24,0.0,-100.0,2.0,-41.79,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,94.0,-59.64,75.0,20.62,0.0,-100.0,1.0,21.51,32.0,-0.0,-50.6,32.0
Karl Amon,24.0,72.0,183.49,8.0,16.0,30.48,13.0,39.0,235.14,1.0,4.0,-63.06,1.0,1.0,18.91,0.0,-0.0,-100.0,1.0,6.0,34.41,0.0,0.0,-100.0,32.0,119.22,28.0,213.48,3.0,-46.38,0.0,-100.0,13.0,278.35,1.0,-30.75,6.0,147.32,1.0,32.98,6.0,499.4,0.0,-100.0,704.0,202.25,87.5,40.73,0.0,-100.0,0.0,-100.0,138.0,-0.0,113.05,138.0
Kayne Turner,5.84,17.52,-31.02,5.26,10.52,-14.21,3.38,10.14,-12.86,3.02,12.08,11.56,0.35,0.35,-58.38,0.19,-0.57,-75.83,0.26,1.56,-65.05,0.26,0.26,-48.1,11.1,-23.96,6.77,-24.21,4.17,-25.47,0.19,-57.21,3.19,-7.16,0.62,-57.06,1.88,-22.51,0.28,-62.77,0.26,-74.03,0.0,-100.0,157.43,-32.41,63.18,1.61,0.67,61.84,0.91,10.57,51.88,-3.58,-19.9,51.86
Keidean Coleman,9.0,27.0,6.31,6.0,12.0,-2.14,2.0,6.0,-48.44,2.0,8.0,-26.12,2.0,2.0,137.81,0.0,-0.0,-100.0,1.0,6.0,34.41,0.0,0.0,-100.0,15.0,2.76,10.0,11.96,6.0,7.24,0.0,-100.0,2.0,-41.79,0.0,-100.0,3.0,23.66,0.0,-100.0,1.0,-0.1,0.0,-100.0,351.0,50.7,66.7,7.27,0.0,-100.0,0.0,-100.0,61.0,-0.0,-5.82,61.0
Kieren Briggs,6.0,18.0,-29.13,2.0,4.0,-67.38,2.5,7.5,-35.55,1.5,6.0,-44.59,1.5,1.5,78.36,0.5,-1.5,-36.39,0.5,3.0,-32.8,1.0,1.0,99.6,8.0,-45.19,1.5,-83.21,6.5,16.18,1.5,237.84,1.0,-70.9,2.5,73.13,1.5,-38.17,1.0,32.98,0.0,-100.0,0.0,-100.0,137.0,-41.18,50.0,-19.58,0.0,-100.0,1.0,21.51,52.0,-0.0,-19.72,39.5
Koltyn Tholstrup,7.0,21.0,-17.32,4.83,9.66,-21.22,2.0,6.0,-48.44,4.67,18.68,72.52,0.67,0.67,-20.33,0.5,-1.5,-36.39,0.33,1.98,-55.65,0.5,0.5,-0.2,11.83,-18.96,6.33,-29.13,5.17,-7.6,0.17,-61.71,1.83,-46.74,1.5,3.88,2.67,10.06,0.83,10.37,0.67,-33.07,0.0,-100.0,189.0,-18.86,38.2,-38.56,0.0,-100.0,0.33,-59.9,57.0,-0.0,-12.0,56.99
Kyle Langford,8.88,26.64,4.89,4.29,8.58,-30.03,5.43,16.29,39.98,2.43,9.72,-10.23,0.69,0.69,-17.95,0.43,-1.29,-45.29,1.64,9.84,120.43,0.9,0.9,79.64,13.17,-9.78,8.37,-6.29,4.92,-12.06,0.76,71.17,4.67,35.91,0.18,-87.53,3.03,24.9,2.14,184.57,0.39,-61.04,0.12,-36.17,257.96,10.75,68.36,9.94,1.26,204.35,0.47,-42.89,71.47,-2.58,10.34,71.37
Kysaiah Pickett,10.27,30.81,21.31,3.22,6.44,-47.48,3.01,9.03,-22.4,3.84,15.36,41.85,0.58,0.58,-31.03,1.14,-3.42,45.04,1.92,11.52,158.06,1.13,1.13,125.55,13.49,-7.58,7.27,-18.61,5.97,6.7,0.31,-30.18,2.7,-21.42,1.7,17.73,3.29,35.61,1.37,82.18,0.19,-81.02,0.57,203.19,284.87,22.31,59.52,-4.27,0.68,64.25,0.78,-5.22,71.44,3.22,10.29,71.45
Lachie Ash,8.5,25.5,0.4,5.5,11.0,-10.29,4.0,12.0,3.12,1.0,4.0,-63.06,0.0,0.0,-100.0,0.5,-1.5,-36.39,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-4.09,9.5,6.36,3.5,-37.44,0.0,-100.0,4.0,16.41,0.5,-65.37,0.5,-79.39,0.0,-100.0,3.0,199.7,0.0,-100.0,189.5,-18.64,82.85,33.25,0.0,-100.0,1.0,21.51,51.0,-0.0,-21.26,51.0
Lachie Fogarty,6.7,20.1,-20.86,5.83,11.66,-4.91,1.89,5.67,-51.28,3.55,14.2,31.14,0.7,0.7,-16.77,0.38,-1.14,-51.65,0.77,4.62,3.49,0.42,0.42,-16.17,12.53,-14.16,7.27,-18.61,5.45,-2.59,0.15,-66.22,1.73,-49.65,0.88,-39.06,2.62,8.0,0.27,-64.1,0.54,-46.05,0.04,-78.72,172.92,-25.76,58.78,-5.46,0.08,-80.68,0.92,11.79,56.24,-3.41,-13.17,56.23
Lachie Hunter,14.71,44.13,73.75,5.71,11.42,-6.87,6.43,19.29,65.76,0.29,1.16,-89.29,0.43,0.43,-48.87,0.0,-0.0,-100.0,1.0,6.0,34.41,0.29,0.29,-42.12,20.43,39.96,17.0,90.33,1.71,-69.44,0.0,-100.0,6.43,87.14,0.0,-100.0,5.43,123.83,0.29,-61.44,0.0,-100.0,0.0,-100.0,334.71,43.7,60.97,-1.94,0.0,-100.0,1.29,56.74,82.71,-12.48,27.69,82.72
Lachie Jones,5.0,15.0,-40.94,6.0,12.0,-2.14,5.0,15.0,28.9,5.0,20.0,84.71,0.0,0.0,-100.0,2.0,-6.0,154.45,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-24.64,10.0,11.96,1.0,-82.13,0.0,-100.0,5.0,45.52,1.0,-30.75,3.0,23.66,0.0,-100.0,0.0,-100.0,0.0,-100.0,176.0,-24.44,60.0,-3.5,0.0,-100.0,0.0,-100.0,56.0,-0.0,-13.54,56.0
Lachie Schultz,6.85,20.55,-19.09,5.01,10.02,-18.28,2.97,8.91,-23.43,3.88,15.52,43.33,0.42,0.42,-50.06,0.39,-1.17,-50.38,1.07,6.42,43.82,1.33,1.33,165.47,11.86,-18.75,7.84,-12.23,3.76,-32.8,0.06,-86.49,2.92,-15.02,0.38,-73.68,2.37,-2.31,1.14,51.6,0.06,-94.01,0.01,-94.68,194.0,-16.71,52.74,-15.18,0.48,15.94,0.47,-42.89,62.02,-8.88,-4.25,62.0
Lachie Weller,14.0,42.0,65.37,7.0,14.0,14.17,4.0,12.0,3.12,1.0,4.0,-63.06,0.0,0.0,-100.0,2.0,-6.0,154.45,0.0,0.0,-100.0,0.0,0.0,-100.0,21.0,43.87,16.0,79.13,2.0,-64.25,0.0,-100.0,4.0,16.41,0.0,-100.0,3.0,23.66,0.0,-100.0,6.0,499.4,2.0,963.83,541.0,132.27,85.7,37.83,0.0,-100.0,0.0,-100.0,66.0,-0.0,1.89,66.0
Lachie Whitfield,12.8,38.4,51.19,9.6,19.2,56.58,6.0,18.0,54.68,3.0,12.0,10.82,1.2,1.2,42.69,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,22.4,53.46,16.4,83.61,5.6,0.09,0.0,-100.0,6.0,74.62,1.6,10.8,3.2,31.9,0.0,-100.0,1.8,79.82,0.2,6.38,298.2,28.03,66.88,7.56,0.2,-51.69,1.4,70.11,85.8,-0.0,32.46,85.8
Lachlan Bramble,11.14,33.42,31.59,8.0,16.0,30.48,5.43,16.29,39.98,1.57,6.28,-42.0,0.43,0.43,-48.87,0.86,-2.58,9.41,0.0,0.0,-100.0,0.0,0.0,-100.0,19.14,31.12,12.57,40.73,4.29,-23.32,0.14,-68.47,5.29,53.96,0.29,-79.92,0.57,-76.5,0.0,-100.0,4.29,328.57,2.29,1118.09,369.86,58.79,78.33,25.98,0.0,-100.0,1.0,21.51,69.86,-6.23,7.85,69.84
Lachlan Gollant,5.86,17.58,-30.78,1.24,2.48,-79.77,3.05,9.15,-21.37,0.14,0.56,-94.83,1.86,1.86,121.17,0.9,-2.7,14.5,1.14,6.84,53.23,1.81,1.81,261.28,7.1,-51.36,3.05,-65.85,4.05,-27.61,0.14,-68.47,2.9,-15.6,0.0,-100.0,1.76,-27.45,1.14,51.6,0.0,-100.0,0.0,-100.0,192.57,-17.32,66.3,6.63,1.0,141.55,0.05,-93.92,37.57,-9.47,-42.0,37.58
Lachlan McNeil,8.94,26.82,5.6,2.41,4.82,-60.69,2.67,8.01,-31.17,4.11,16.44,51.83,1.68,1.68,99.76,0.01,-0.03,-98.73,0.08,0.48,-89.25,0.85,0.85,69.66,11.35,-22.24,6.53,-26.89,4.81,-14.03,0.91,104.95,1.76,-48.78,0.15,-89.61,4.37,80.13,0.92,22.34,0.84,-16.08,0.0,-100.0,171.7,-26.28,63.58,2.26,0.01,-97.58,0.01,-98.78,59.07,12.37,-8.8,59.07
Lachlan Murphy,5.38,16.14,-36.45,5.83,11.66,-4.91,3.04,9.12,-21.63,2.77,11.08,2.33,0.74,0.74,-12.01,0.16,-0.48,-79.64,0.65,3.9,-12.63,0.07,0.07,-86.03,11.2,-23.27,6.88,-22.97,4.65,-16.89,0.03,-93.24,3.02,-12.11,1.5,3.88,1.71,-29.51,0.36,-52.13,0.34,-66.03,0.34,80.85,164.93,-29.19,66.96,7.69,0.05,-87.92,0.43,-47.75,52.24,-8.63,-19.35,52.23
Lachlan Sholl,14.07,42.21,66.19,7.61,15.22,24.12,5.43,16.29,39.98,2.07,8.28,-23.53,0.43,0.43,-48.87,0.32,-0.96,-59.29,0.86,5.16,15.59,0.28,0.28,-44.11,21.68,48.52,16.57,85.51,5.53,-1.16,0.0,-100.0,5.43,58.03,1.18,-18.28,2.39,-1.48,0.57,-24.2,2.25,124.78,0.15,-20.21,363.64,56.12,70.97,14.14,0.32,-22.71,0.5,-39.25,86.89,16.57,34.15,86.91
Laitham Vandermeer,6.1,18.3,-27.95,4.28,8.56,-30.19,3.57,10.71,-7.97,2.23,8.92,-17.62,0.4,0.4,-52.44,0.63,-1.89,-19.85,0.49,2.94,-34.14,0.31,0.31,-38.12,10.39,-28.82,7.42,-16.93,3.09,-44.77,0.0,-100.0,3.57,3.9,0.15,-89.61,2.56,5.52,0.49,-34.84,0.24,-76.02,0.36,91.49,215.46,-7.49,66.5,6.95,0.56,35.27,0.37,-55.04,48.24,-4.9,-25.52,48.25
