playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,marksInside50 W Mean,marksInside50 Scalar,rebound50s W Mean,rebound50s Scalar,bounces W Mean,bounces Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.marksOnLead W Mean,extendedStats.marksOnLead Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Mitch Robinson,8.0,24.0,-5.5,5.0,10.0,-18.45,2.5,7.5,-35.55,2.0,8.0,-26.12,2.0,2.0,137.81,1.0,-3.0,27.23,1.0,6.0,34.41,1.0,1.0,99.6,13.0,-10.94,6.5,-27.23,7.0,25.11,0.0,-100.0,2.5,-27.24,2.0,38.5,3.0,23.66,0.0,-100.0,1.0,-0.1,0.0,-100.0,334.0,43.4,56.35,-9.37,0.5,20.77,0.5,-39.25,55.5,-0.0,-14.32,55.5
Mitchell Hinge,16.0,48.0,88.99,7.0,14.0,14.17,6.0,18.0,54.68,2.0,8.0,-26.12,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,23.0,57.57,13.0,45.54,5.0,-10.63,1.0,125.23,5.0,45.52,0.0,-100.0,3.0,23.66,0.0,-100.0,8.0,699.2,0.0,-100.0,511.0,119.39,93.8,50.86,0.0,-100.0,0.0,-100.0,85.0,-0.0,31.23,85.0
Mykelti Lefau,6.17,18.51,-27.12,2.5,5.0,-59.22,4.0,12.0,3.12,2.0,8.0,-26.12,0.5,0.5,-40.55,1.0,-3.0,27.23,1.5,9.0,101.61,0.67,0.67,33.73,8.67,-40.6,5.83,-34.73,3.83,-31.55,0.0,-100.0,4.0,16.41,0.83,-42.52,1.67,-31.16,2.0,165.96,0.0,-100.0,0.0,-100.0,178.17,-23.5,57.97,-6.77,1.33,221.26,0.17,-79.34,53.17,-0.0,-17.91,50.68
Nakia Cockatoo,5.0,15.0,-40.94,4.0,8.0,-34.76,3.0,9.0,-22.66,3.0,12.0,10.82,1.0,1.0,18.91,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-38.34,6.0,-32.83,2.0,-64.25,0.0,-100.0,3.0,-12.69,0.0,-100.0,2.0,-17.56,0.0,-100.0,0.0,-100.0,0.0,-100.0,114.0,-51.06,80.0,28.66,0.0,-100.0,0.0,-100.0,42.0,-0.0,-35.16,42.0
Nasiah Wanganeen-Milera,12.5,37.5,47.65,2.0,4.0,-67.38,4.5,13.5,16.01,3.0,12.0,10.82,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,99.6,14.5,-0.66,10.5,17.55,3.0,-46.38,0.0,-100.0,4.5,30.97,0.5,-65.37,2.0,-17.56,0.0,-100.0,3.0,199.7,1.5,697.87,406.5,74.53,66.65,7.19,0.0,-100.0,0.0,-100.0,68.0,-0.0,4.98,68.0
Nat Fyfe,5.0,15.0,-40.94,10.25,20.5,67.18,2.25,6.75,-42.0,2.5,10.0,-7.65,0.25,0.25,-70.27,1.25,-3.75,59.03,0.75,4.5,0.81,0.5,0.5,-0.2,15.25,4.47,7.25,-18.83,7.75,38.52,1.0,125.23,1.25,-63.62,2.75,90.44,2.25,-7.25,1.0,32.98,0.0,-100.0,0.0,-100.0,144.0,-38.18,44.15,-28.99,0.25,-39.61,1.0,21.51,53.75,-0.0,-17.02,53.75
Nate Caddy,9.0,27.0,6.31,2.0,4.0,-67.38,5.5,16.5,41.79,1.5,6.0,-44.59,0.5,0.5,-40.55,0.5,-1.5,-36.39,0.5,3.0,-32.8,2.0,2.0,299.2,11.0,-24.64,7.0,-21.63,3.0,-46.38,0.5,12.61,5.0,45.52,0.0,-100.0,3.5,44.27,2.5,232.45,0.0,-100.0,0.0,-100.0,252.5,8.41,50.0,-19.58,0.0,-100.0,0.5,-39.25,57.5,-0.0,-11.23,57.5
Nathan Kreuger,4.86,14.58,-42.59,1.0,2.0,-83.69,2.29,6.87,-40.96,2.0,8.0,-26.12,2.57,2.57,205.59,1.0,-3.0,27.23,1.14,6.84,53.23,1.71,1.71,241.32,5.86,-59.85,1.57,-82.42,5.29,-5.45,0.86,93.69,1.43,-58.38,1.0,-30.75,1.29,-46.83,1.14,51.6,0.0,-100.0,0.0,-100.0,179.0,-23.15,45.0,-27.63,0.29,-29.95,1.71,107.78,41.29,-1.69,-36.25,39.57
Nathan O'Driscoll,5.0,15.0,-40.94,10.0,20.0,63.11,1.0,3.0,-74.22,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,2.76,9.0,0.76,5.0,-10.63,0.0,-100.0,1.0,-70.9,1.0,-30.75,2.0,-17.56,0.0,-100.0,1.0,-0.1,0.0,-100.0,215.0,-7.69,40.0,-35.67,0.0,-100.0,0.0,-100.0,38.0,-0.0,-41.33,38.0
Ned Long,3.14,9.42,-62.91,6.14,12.28,0.15,2.71,8.13,-30.14,4.43,17.72,63.65,0.14,0.14,-83.35,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,9.29,-36.36,6.43,-28.01,3.0,-46.38,0.14,-68.47,2.57,-25.2,0.14,-90.3,1.86,-23.33,0.0,-100.0,0.43,-57.04,0.0,-100.0,82.71,-64.49,54.29,-12.68,0.0,-100.0,0.0,-100.0,44.71,-8.76,-30.97,44.69
Ned McHenry,6.31,18.93,-25.47,6.38,12.76,4.06,2.46,7.38,-36.58,3.92,15.68,44.81,1.62,1.62,92.63,1.92,-5.76,144.27,0.85,5.1,14.25,0.31,0.31,-38.12,12.69,-13.06,7.38,-17.38,5.92,5.81,0.23,-48.2,2.23,-35.1,0.38,-73.68,3.23,33.14,0.38,-49.47,0.38,-62.04,0.08,-57.45,194.62,-16.44,57.32,-7.81,0.31,-25.12,0.69,-16.16,56.0,-0.0,-13.54,56.02
Nic Martin,13.62,40.86,60.88,8.37,16.74,36.52,6.27,18.81,61.64,2.25,9.0,-16.88,0.73,0.73,-13.2,0.59,-1.77,-24.94,0.95,5.7,27.69,0.1,0.1,-80.04,21.99,50.65,15.57,74.32,6.42,14.75,0.34,-23.42,5.93,72.58,1.8,24.65,3.47,43.03,0.24,-68.09,2.59,158.74,0.41,118.09,359.34,54.28,68.75,10.57,0.2,-51.69,1.24,50.67,90.2,9.09,39.26,90.17
Nick Daicos,14.86,44.58,75.53,12.86,25.72,109.75,2.86,8.58,-26.27,3.43,13.72,26.71,2.71,2.71,222.24,1.71,-5.13,117.56,1.43,8.58,92.2,0.57,0.57,13.77,27.71,89.83,17.14,91.89,10.14,81.23,0.0,-100.0,2.86,-16.76,3.86,167.31,4.29,76.83,0.14,-81.38,1.14,13.89,0.86,357.45,479.0,105.65,64.74,4.12,0.0,-100.0,3.0,264.52,99.29,16.81,53.29,99.33
Nick Hind,10.29,30.87,21.55,3.86,7.72,-37.04,1.86,5.58,-52.05,2.71,10.84,0.11,0.86,0.86,2.26,0.35,-1.05,-55.47,0.86,5.16,15.59,0.07,0.07,-86.03,14.14,-3.13,7.21,-19.28,6.43,14.92,0.0,-100.0,1.86,-45.87,1.71,18.42,2.71,11.71,0.07,-90.69,0.93,-7.09,1.21,543.62,233.64,0.31,64.89,4.36,0.0,-100.0,1.07,30.01,60.0,10.77,-7.37,60.05
Nick Holman,4.26,12.78,-49.68,3.64,7.28,-40.63,1.33,3.99,-65.71,3.2,12.8,18.21,0.12,0.12,-85.73,1.02,-3.06,29.77,0.1,0.6,-86.56,1.74,1.74,247.31,7.9,-45.88,5.32,-40.44,3.51,-37.27,0.07,-84.23,1.26,-63.33,0.1,-93.07,1.09,-55.07,0.12,-84.04,0.07,-93.01,0.0,-100.0,117.49,-49.56,8.89,-85.7,0.11,-73.43,0.09,-89.06,36.24,-27.73,-44.05,36.25
Nick Larkey,11.0,33.0,29.93,1.0,2.0,-83.69,7.0,21.0,80.46,1.0,4.0,-63.06,3.0,3.0,256.72,0.0,-0.0,-100.0,4.0,24.0,437.63,2.0,2.0,299.2,12.0,-17.79,5.0,-44.02,8.0,42.98,2.0,350.45,5.0,45.52,0.0,-100.0,1.0,-58.78,4.0,431.91,0.0,-100.0,0.0,-100.0,248.0,6.48,72.7,16.92,2.0,383.09,0.0,-100.0,89.0,-0.0,37.4,89.0
Nick Watson,6.22,18.66,-26.53,4.0,8.0,-34.76,2.67,8.01,-31.17,2.44,9.76,-9.86,1.44,1.44,71.22,0.56,-1.68,-28.75,1.33,7.98,78.76,1.33,1.33,165.47,10.22,-29.99,5.22,-41.56,4.89,-12.6,0.0,-100.0,2.67,-22.29,0.89,-38.37,2.44,0.58,1.11,47.61,0.11,-89.01,0.33,75.53,195.22,-16.18,55.08,-11.41,0.56,35.27,0.67,-18.59,53.56,-0.0,-17.31,53.5
Nik Cox,6.53,19.59,-22.87,7.98,15.96,30.16,4.29,12.87,10.6,2.86,11.44,5.65,1.0,1.0,18.91,0.67,-2.01,-14.76,0.02,0.12,-97.31,0.14,0.14,-72.06,14.51,-0.6,8.67,-2.93,6.07,8.49,0.36,-18.92,3.94,14.67,1.62,12.19,1.19,-50.95,0.28,-62.77,1.27,26.87,0.17,-9.57,158.08,-32.13,49.07,-21.08,0.88,112.56,0.81,-1.58,59.49,10.71,-8.16,59.11
Noah Anderson,17.0,51.0,100.8,4.0,8.0,-34.76,4.0,12.0,3.12,6.0,24.0,121.65,1.0,1.0,18.91,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,21.0,43.87,12.0,34.35,10.0,78.73,0.0,-100.0,4.0,16.41,3.0,107.76,4.0,64.88,0.0,-100.0,1.0,-0.1,0.0,-100.0,567.0,143.43,41.2,-33.74,0.0,-100.0,1.0,21.51,96.0,-0.0,48.21,96.0
Noah Answerth,11.0,33.0,29.93,2.0,4.0,-67.38,7.0,21.0,80.46,0.0,0.0,-100.0,2.0,2.0,137.81,3.0,-9.0,281.68,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-10.94,10.0,11.96,4.0,-28.51,1.0,125.23,6.0,74.62,0.0,-100.0,4.0,64.88,0.0,-100.0,3.0,199.7,0.0,-100.0,368.0,58.0,90.9,46.2,0.0,-100.0,0.0,-100.0,51.0,-0.0,-21.26,51.0
Noah Balta,8.61,25.83,1.7,2.91,5.82,-52.54,5.35,16.05,37.92,1.35,5.4,-50.13,0.7,0.7,-16.77,0.69,-2.07,-12.21,0.79,4.74,6.18,0.55,0.55,9.78,11.52,-21.08,6.75,-24.43,4.86,-13.14,1.46,228.83,3.89,13.21,0.61,-57.76,3.25,33.97,1.44,91.49,1.43,42.86,0.09,-52.13,279.74,20.1,61.76,-0.67,0.83,100.48,0.51,-38.03,59.44,-0.01,-8.23,57.02
Noah Cumberland,5.0,15.0,-40.94,3.0,6.0,-51.07,2.0,6.0,-48.44,2.5,10.0,-7.65,0.5,0.5,-40.55,1.5,-4.5,90.84,1.5,9.0,101.61,1.0,1.0,99.6,8.0,-45.19,4.5,-49.62,4.5,-19.57,0.5,12.61,1.5,-56.34,1.0,-30.75,2.0,-17.56,0.5,-33.51,0.0,-100.0,0.0,-100.0,150.0,-35.6,66.65,7.19,0.5,20.77,0.0,-100.0,43.0,-0.0,-33.61,43.0
Noah Long,5.7,17.1,-32.67,4.51,9.02,-26.44,2.95,8.85,-23.95,1.88,7.52,-30.55,0.43,0.43,-48.87,0.29,-0.87,-63.1,0.28,1.68,-62.37,0.69,0.69,37.72,10.21,-30.05,6.6,-26.11,3.73,-33.33,0.13,-70.72,2.81,-18.22,0.37,-74.38,2.05,-15.5,0.79,5.05,0.28,-72.03,0.02,-89.36,161.12,-30.83,59.35,-4.55,0.2,-51.69,0.58,-29.53,44.42,-4.59,-31.42,44.42
Oleg Markov,6.0,18.0,-29.13,4.0,8.0,-34.76,4.0,12.0,3.12,0.0,0.0,-100.0,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-31.49,8.0,-10.43,2.0,-64.25,0.0,-100.0,4.0,16.41,1.0,-30.75,1.0,-58.78,0.0,-100.0,2.0,99.8,0.0,-100.0,174.0,-25.3,83.3,33.97,0.0,-100.0,1.0,21.51,35.0,-0.0,-45.97,35.0
Oliver Dempsey,8.25,24.75,-2.55,8.75,17.5,42.72,3.75,11.25,-3.33,2.5,10.0,-7.65,1.25,1.25,48.63,0.25,-0.75,-68.19,0.5,3.0,-32.8,0.75,0.75,49.7,17.0,16.46,11.0,23.15,6.0,7.24,0.5,12.61,3.25,-5.41,0.5,-65.37,2.0,-17.56,1.0,32.98,0.25,-75.02,0.0,-100.0,238.5,2.4,53.25,-14.36,0.5,20.77,0.75,-8.87,67.75,-0.0,4.6,67.75
Oliver Henry,6.02,18.06,-28.89,3.15,6.3,-48.62,3.44,10.32,-11.32,1.39,5.56,-48.65,0.81,0.81,-3.69,0.58,-1.74,-26.21,1.66,9.96,123.12,0.95,0.95,89.62,9.17,-37.18,5.13,-42.57,4.1,-26.72,0.59,32.88,2.84,-17.35,0.28,-80.61,1.67,-31.16,2.29,204.52,0.02,-98.0,0.0,-100.0,166.23,-28.63,55.97,-9.98,0.63,52.17,0.34,-58.69,50.16,-12.09,-22.56,50.22
Ollie Lord,4.49,13.47,-46.96,1.14,2.28,-81.41,2.71,8.13,-30.14,2.37,9.48,-12.45,0.57,0.57,-32.22,1.09,-3.27,38.68,1.0,6.0,34.41,1.03,1.03,105.59,5.63,-61.43,2.91,-67.42,2.37,-57.64,0.63,41.89,2.09,-39.17,0.0,-100.0,0.63,-74.03,0.74,-1.6,0.0,-100.0,0.0,-100.0,74.4,-68.06,71.1,14.35,0.2,-51.69,0.06,-92.71,37.77,-7.77,-41.69,37.69
Ollie Wines,1.0,3.0,-88.19,6.0,12.0,-2.14,1.0,3.0,-74.22,4.0,16.0,47.77,2.0,2.0,137.81,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,7.0,-52.04,3.0,-66.41,4.0,-28.51,0.0,-100.0,1.0,-70.9,2.0,38.5,1.0,-58.78,0.0,-100.0,0.0,-100.0,0.0,-100.0,59.0,-74.67,0.0,-100.0,0.0,-100.0,1.0,21.51,36.0,-0.0,-44.42,36.0
Orazio Fantasia,4.43,13.29,-47.67,5.14,10.28,-16.16,1.57,4.71,-59.53,2.28,9.12,-15.77,0.72,0.72,-14.39,0.57,-1.71,-27.48,0.0,0.0,-100.0,0.71,0.71,41.72,9.57,-34.44,4.57,-48.84,4.71,-15.82,0.28,-36.94,1.29,-62.46,0.57,-60.53,2.14,-11.79,0.43,-42.82,0.0,-100.0,0.0,-100.0,142.85,-38.67,37.14,-40.27,0.43,3.86,0.86,4.5,37.14,-7.15,-42.66,37.12
Oskar Baker,9.0,27.0,6.31,5.33,10.66,-13.06,5.0,15.0,28.9,1.33,5.32,-50.87,0.33,0.33,-60.76,0.0,-0.0,-100.0,0.33,1.98,-55.65,0.67,0.67,33.73,14.33,-1.83,11.0,23.15,4.67,-16.53,0.0,-100.0,5.0,45.52,2.0,38.5,3.67,51.28,0.67,-10.9,1.33,32.87,1.33,607.45,323.33,38.82,62.87,1.11,0.33,-20.29,0.67,-18.59,61.0,-0.0,-5.82,60.96
Paddy Ryder,6.5,19.5,-23.22,1.5,3.0,-75.53,2.0,6.0,-48.44,2.5,10.0,-7.65,2.0,2.0,137.81,4.5,-13.5,472.52,1.0,6.0,34.41,0.5,0.5,-0.2,8.0,-45.19,2.0,-77.61,5.0,-10.63,1.0,125.23,1.0,-70.9,2.0,38.5,1.5,-38.17,0.5,-33.51,0.0,-100.0,0.0,-100.0,117.0,-49.77,61.25,-1.49,0.0,-100.0,3.5,325.27,57.0,-0.0,-12.0,33.5
Patrick Dangerfield,10.0,30.0,18.12,10.5,21.0,71.26,2.5,7.5,-35.55,2.25,9.0,-16.88,1.0,1.0,18.91,2.0,-6.0,154.45,0.25,1.5,-66.4,1.0,1.0,99.6,20.5,40.44,9.25,3.56,10.0,78.73,0.5,12.61,2.0,-41.79,5.0,246.26,3.5,44.27,0.5,-33.51,1.25,24.88,0.0,-100.0,367.75,57.89,46.02,-25.99,0.75,81.16,1.0,21.51,65.0,-0.0,0.35,65.0
Patrick Lipinski,10.21,30.63,20.6,11.02,22.04,79.74,5.1,15.3,31.48,2.92,11.68,7.87,0.78,0.78,-7.25,0.28,-0.84,-64.38,0.74,4.44,-0.54,0.52,0.52,3.79,21.23,45.44,13.89,55.51,7.39,32.08,0.03,-93.24,5.08,47.85,2.53,75.21,2.55,5.11,1.05,39.63,1.51,50.85,0.0,-100.0,273.19,17.29,62.99,1.31,0.06,-85.51,1.56,89.55,84.59,4.8,30.59,84.55
Patrick Naish,14.0,42.0,65.37,4.0,8.0,-34.76,3.0,9.0,-22.66,1.0,4.0,-63.06,0.0,0.0,-100.0,1.0,-3.0,27.23,0.0,0.0,-100.0,0.0,0.0,-100.0,18.0,23.31,13.0,45.54,5.0,-10.63,0.0,-100.0,3.0,-12.69,1.0,-30.75,5.0,106.1,0.0,-100.0,4.0,299.6,0.0,-100.0,526.0,125.83,57.1,-8.17,0.0,-100.0,0.0,-100.0,60.0,-0.0,-7.37,60.0
Patrick Voss,4.67,14.01,-44.84,3.67,7.34,-40.14,3.0,9.0,-22.66,2.0,8.0,-26.12,0.33,0.33,-60.76,1.33,-3.99,69.21,1.0,6.0,34.41,2.33,2.33,365.07,8.33,-42.93,5.67,-36.52,3.0,-46.38,0.0,-100.0,3.0,-12.69,0.0,-100.0,1.0,-58.78,2.67,255.05,0.0,-100.0,0.0,-100.0,119.33,-48.77,36.1,-41.94,1.33,221.26,0.33,-59.9,43.0,-0.0,-33.61,43.02
Paul Curtis,7.03,21.09,-16.96,4.43,8.86,-27.74,3.68,11.04,-5.13,3.38,13.52,24.86,0.83,0.83,-1.31,1.78,-5.34,126.46,1.27,7.62,70.7,0.87,0.87,73.65,11.47,-21.42,6.27,-29.8,5.45,-2.59,0.55,23.87,3.13,-8.91,0.38,-73.68,2.17,-10.55,1.22,62.23,0.11,-89.01,0.02,-89.36,185.17,-20.5,53.99,-13.17,0.89,114.98,0.35,-57.47,58.52,4.61,-9.65,58.49
Peter Wright,7.34,22.02,-13.3,2.1,4.2,-65.75,6.11,18.33,57.51,1.79,7.16,-33.88,0.63,0.63,-25.09,0.91,-2.73,15.78,3.34,20.04,348.92,0.67,0.67,33.73,9.44,-35.33,6.67,-25.32,3.74,-33.15,1.56,251.35,4.56,32.71,0.89,-38.37,1.19,-50.95,3.83,409.31,0.09,-91.01,0.0,-100.0,202.2,-13.19,69.97,12.53,1.9,358.94,0.07,-91.49,71.99,-1.65,11.14,70.32
Phoenix Spicer,4.93,14.79,-41.77,3.71,7.42,-39.49,1.43,4.29,-63.13,4.57,18.28,68.82,0.93,0.93,10.58,0.43,-1.29,-45.29,0.5,3.0,-32.8,0.0,0.0,-100.0,8.64,-40.81,6.14,-31.26,2.57,-54.07,0.0,-100.0,1.43,-58.38,0.5,-65.37,1.93,-20.45,0.07,-90.69,0.43,-57.04,0.0,-100.0,116.79,-49.86,50.71,-18.44,0.43,3.86,0.5,-39.25,47.43,15.68,-26.78,47.42
Quinton Narkle,11.0,33.0,29.93,2.0,4.0,-67.38,8.0,24.0,106.24,1.0,4.0,-63.06,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,34.41,2.0,2.0,299.2,13.0,-10.94,13.0,45.54,0.0,-100.0,0.0,-100.0,8.0,132.83,0.0,-100.0,2.0,-17.56,4.0,431.91,0.0,-100.0,0.0,-100.0,302.0,29.66,63.6,2.29,0.0,-100.0,1.0,21.51,73.0,-0.0,12.7,73.0
Reef McInnes,4.25,12.75,-49.8,3.5,7.0,-42.91,2.25,6.75,-42.0,2.25,9.0,-16.88,0.75,0.75,-10.82,1.0,-3.0,27.23,1.5,9.0,101.61,0.5,0.5,-0.2,7.75,-46.91,2.5,-72.01,5.0,-10.63,0.75,68.92,1.5,-56.34,0.0,-100.0,0.75,-69.08,1.75,132.71,0.25,-75.02,0.0,-100.0,97.0,-58.35,65.03,4.59,0.75,81.16,0.0,-100.0,42.75,-0.0,-34.0,42.75
Reuben Ginbey,8.86,26.58,4.65,5.86,11.72,-4.42,2.71,8.13,-30.14,0.71,2.84,-73.77,0.14,0.14,-83.35,0.14,-0.42,-82.19,0.0,0.0,-100.0,0.0,0.0,-100.0,14.71,0.77,8.86,-0.81,6.71,19.93,0.0,-100.0,2.71,-21.13,1.0,-30.75,1.86,-23.33,0.0,-100.0,1.29,28.87,0.0,-100.0,197.57,-15.18,56.59,-8.99,0.0,-100.0,1.14,38.52,49.0,-13.27,-24.35,48.99
Rhyan Mansell,7.83,23.49,-7.51,2.94,5.88,-52.05,3.33,9.99,-14.15,3.32,13.28,22.64,0.73,0.73,-13.2,0.44,-1.32,-44.02,1.25,7.5,68.01,0.5,0.5,-0.2,10.77,-26.22,6.25,-30.03,4.19,-25.11,0.33,-25.68,3.0,-12.69,0.27,-81.3,2.9,19.54,0.82,9.04,0.27,-73.03,0.12,-36.17,216.66,-6.98,57.65,-7.28,0.46,11.11,0.8,-2.79,60.01,2.37,-7.35,60.05
Rhylee West,7.22,21.66,-14.72,5.46,10.92,-10.94,3.08,9.24,-20.6,3.39,13.56,25.23,0.99,0.99,17.72,0.73,-2.19,-7.12,1.03,6.18,38.44,0.54,0.54,7.78,12.68,-13.13,7.6,-14.91,5.46,-2.41,0.11,-75.23,2.96,-13.85,1.44,-0.28,2.86,17.89,0.84,11.7,0.21,-79.02,0.05,-73.4,195.08,-16.24,58.91,-5.25,0.85,105.31,0.92,11.79,60.94,5.85,-5.92,60.9
Rhys Mathieson,8.0,24.0,-5.5,7.5,15.0,22.33,2.5,7.5,-35.55,4.5,18.0,66.24,2.0,2.0,137.81,1.5,-4.5,90.84,1.0,6.0,34.41,0.0,0.0,-100.0,15.5,6.19,7.5,-16.03,7.0,25.11,0.0,-100.0,2.5,-27.24,3.5,142.38,1.5,-38.17,0.5,-33.51,1.0,-0.1,0.0,-100.0,136.0,-41.61,68.35,9.93,0.0,-100.0,0.5,-39.25,68.0,-0.0,4.98,68.0
Riley Garcia,9.29,27.87,9.73,7.29,14.58,18.9,2.0,6.0,-48.44,3.0,12.0,10.82,1.0,1.0,18.91,1.0,-3.0,27.23,0.57,3.42,-23.39,0.57,0.57,13.77,16.57,13.52,10.28,15.09,5.71,2.06,0.0,-100.0,2.0,-41.79,1.71,18.42,3.0,23.66,0.28,-62.77,0.0,-100.0,0.0,-100.0,241.57,3.72,47.77,-23.17,0.0,-100.0,1.14,38.52,62.43,18.54,-3.62,62.44
Riley Thilthorpe,9.39,28.17,10.91,7.5,15.0,22.33,8.36,25.08,115.52,2.04,8.16,-24.64,0.93,0.93,10.58,0.04,-0.12,-94.91,0.96,5.76,29.03,0.11,0.11,-78.04,16.89,15.71,5.64,-36.86,10.36,85.17,4.57,929.28,3.79,10.3,0.96,-33.52,1.86,-23.33,0.29,-61.44,0.89,-11.09,0.0,-100.0,202.89,-12.89,68.25,9.77,0.07,-83.09,0.0,-100.0,87.21,15.89,34.64,83.09
Robbie Fox,8.5,25.5,0.4,7.5,15.0,22.33,5.0,15.0,28.9,2.83,11.32,4.54,0.67,0.67,-20.33,0.67,-2.01,-14.76,0.33,1.98,-55.65,0.17,0.17,-66.07,16.0,9.61,10.5,17.55,5.0,-10.63,0.33,-25.68,4.67,35.91,0.33,-77.15,2.0,-17.56,0.5,-33.51,1.17,16.88,0.17,-9.57,200.83,-13.78,63.88,2.74,0.0,-100.0,0.33,-59.9,67.67,-0.0,4.47,67.63
Robbie Gray,7.75,23.25,-8.46,5.5,11.0,-10.29,4.75,14.25,22.45,2.25,9.0,-16.88,0.5,0.5,-40.55,0.5,-1.5,-36.39,1.75,10.5,135.22,1.0,1.0,99.6,13.25,-9.23,7.5,-16.03,5.0,-10.63,1.0,125.23,3.75,9.14,1.0,-30.75,0.75,-69.08,3.5,365.43,0.5,-50.05,0.25,32.98,184.25,-20.89,48.28,-22.35,1.5,262.32,0.75,-8.87,68.0,-0.0,4.98,68.0
Robbie McComb,6.25,18.75,-26.18,7.75,15.5,26.41,2.0,6.0,-48.44,2.25,9.0,-16.88,0.75,0.75,-10.82,1.0,-3.0,27.23,0.5,3.0,-32.8,0.75,0.75,49.7,14.0,-4.09,8.25,-7.64,6.0,7.24,0.0,-100.0,2.0,-41.79,0.75,-48.06,2.25,-7.25,0.75,-0.27,0.0,-100.0,0.0,-100.0,112.25,-51.81,54.9,-11.7,0.75,81.16,0.5,-39.25,50.75,-0.0,-21.65,50.75
Robert Hansen Jr,6.0,18.0,-29.13,5.0,10.0,-18.45,2.0,6.0,-48.44,0.5,2.0,-81.53,0.5,0.5,-40.55,0.0,-0.0,-100.0,1.5,9.0,101.61,0.5,0.5,-0.2,11.0,-24.64,6.5,-27.23,3.5,-37.44,0.0,-100.0,2.0,-41.79,0.5,-65.37,3.0,23.66,0.5,-33.51,0.0,-100.0,0.5,165.96,208.5,-10.48,83.35,34.05,0.5,20.77,0.0,-100.0,46.0,-0.0,-28.98,46.0
Rory Lobb,6.12,18.36,-27.71,4.88,9.76,-20.4,3.44,10.32,-11.32,1.94,7.76,-28.33,1.06,1.06,26.04,0.38,-1.14,-51.65,1.25,7.5,68.01,1.06,1.06,111.58,11.0,-24.64,6.12,-31.48,5.38,-3.84,1.0,125.23,2.44,-28.99,1.12,-22.44,1.44,-40.64,1.69,124.73,0.31,-69.03,0.0,-100.0,161.19,-30.8,58.36,-6.14,0.75,81.16,1.0,21.51,62.75,-0.0,-3.12,54.68
Rory Sloane,7.0,21.0,-17.32,8.0,16.0,30.48,1.5,4.5,-61.33,4.0,16.0,47.77,1.0,1.0,18.91,1.0,-3.0,27.23,0.0,0.0,-100.0,0.5,0.5,-0.2,15.0,2.76,6.5,-27.23,9.0,60.86,0.5,12.61,1.0,-70.9,3.5,142.38,1.5,-38.17,0.0,-100.0,1.5,49.85,0.0,-100.0,217.0,-6.83,62.2,0.04,0.5,20.77,2.0,143.01,56.0,-0.0,-13.54,56.0
Rowan Marshall,9.12,27.36,7.73,6.12,12.24,-0.18,5.38,16.14,38.7,2.5,10.0,-7.65,1.12,1.12,33.17,1.38,-4.14,75.57,0.62,3.72,-16.67,0.75,0.75,49.7,15.25,4.47,7.62,-14.69,7.5,34.05,1.38,210.81,4.0,16.41,2.25,55.82,2.0,-17.56,0.88,17.02,0.62,-38.06,0.0,-100.0,216.5,-7.05,59.39,-4.48,0.88,112.56,2.0,143.01,82.38,-0.0,27.18,67.19
