playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.interceptMarks W Mean,extendedStats.interceptMarks Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.kickins W Mean,extendedStats.kickins Scalar,extendedStats.kickinsPlayon W Mean,extendedStats.kickinsPlayon Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Mac Andrew,8.43,25.29,-17.63,4.14,8.28,-23.55,5.43,16.29,8.62,2.72,10.88,34.72,1.28,1.28,94.82,1.71,-5.13,160.67,0.28,1.68,104.38,0.0,0.0,-100.0,12.57,-19.68,8.57,-12.0,4.0,-18.1,0.86,51.68,4.57,3.14,0.57,-12.17,2.57,73.41,80.16,0.72,2.43,-22.04,249.57,-5.65,86.71,14.1,2.29,61.5,2.0,102.02,0.28,-75.27,0.28,-72.03,60.86,-8.25,-5.55,58.57
Marcus Adams,10.0,30.0,-2.29,4.0,8.0,-26.13,4.5,13.5,-9.98,1.5,6.0,-25.71,0.5,0.5,-23.9,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-10.54,8.0,-17.86,5.0,2.38,1.5,164.55,3.0,-32.3,0.5,-22.96,1.0,-32.52,73.25,-7.96,6.0,92.49,318.5,20.4,70.2,-7.62,1.5,5.78,1.0,1.01,0.0,-100.0,0.0,-100.0,55.0,-0.0,-14.65,55.0
Marcus Windhager,12.0,36.0,17.26,11.0,22.0,103.14,5.0,15.0,0.02,3.5,14.0,73.35,1.5,1.5,128.31,0.5,-1.5,-23.78,0.0,0.0,-100.0,0.0,0.0,-100.0,23.0,46.97,17.0,74.56,6.5,33.09,0.0,-100.0,5.0,12.84,0.5,-22.96,2.5,68.69,77.3,-2.87,3.0,-3.75,316.0,19.46,72.15,-5.06,0.5,-64.74,0.0,-100.0,0.0,-100.0,0.0,-100.0,87.0,-0.0,35.02,87.0
Mark Blicavs,5.77,17.31,-43.62,9.71,19.42,79.32,3.87,11.61,-22.58,1.37,5.48,-32.14,0.87,0.87,32.42,0.03,-0.09,-95.43,0.15,0.9,9.49,0.01,0.01,-92.19,15.48,-1.08,9.43,-3.17,5.78,18.35,0.44,-22.4,3.43,-22.59,1.35,108.01,1.31,-11.61,78.2,-1.74,1.86,-40.33,177.11,-33.05,74.15,-2.43,2.12,49.51,2.14,116.16,0.0,-100.0,0.0,-100.0,62.09,-16.2,-3.64,55.51
Mark Keane,13.0,39.0,27.03,4.06,8.12,-25.02,5.78,17.34,15.62,1.0,4.0,-50.47,1.06,1.06,61.34,1.61,-4.83,145.43,0.0,0.0,-100.0,0.06,0.06,-53.12,17.06,9.02,9.0,-7.59,5.11,4.63,0.67,18.17,5.11,15.32,0.17,-73.81,0.67,-54.79,81.62,2.56,4.22,35.39,310.22,17.27,76.62,0.83,2.5,76.3,1.11,12.12,3.94,248.06,2.94,193.71,64.72,-0.0,0.44,64.75
Mason Redman,15.61,46.83,52.53,5.08,10.16,-6.19,5.82,17.46,16.42,1.72,6.88,-14.81,0.62,0.62,-5.63,0.38,-1.14,-42.07,0.11,0.66,-19.71,0.15,0.15,17.19,20.7,32.28,14.49,48.78,3.78,-22.6,0.42,-25.93,5.4,21.87,0.36,-44.53,2.59,74.76,80.78,1.5,4.85,55.6,433.8,63.99,80.48,5.9,2.09,47.39,1.17,18.18,2.87,153.53,2.54,153.75,81.64,-2.39,26.7,81.62
Matt Rowell,16.0,48.0,56.34,19.0,38.0,250.88,0.0,0.0,-100.0,10.0,40.0,395.29,3.0,3.0,356.62,1.0,-3.0,52.44,1.0,6.0,629.93,0.0,0.0,-100.0,35.0,123.66,21.0,115.63,13.0,166.18,0.0,-100.0,0.0,-100.0,8.0,1132.67,7.0,372.33,68.6,-13.8,0.0,-100.0,541.0,104.52,56.3,-25.91,0.0,-100.0,1.0,1.01,0.0,-100.0,0.0,-100.0,132.0,-0.0,104.85,132.0
Matthew Kennedy,7.0,21.0,-31.6,9.0,18.0,66.2,5.0,15.0,0.02,3.0,12.0,48.59,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,2.24,8.0,-17.86,8.0,63.8,1.0,76.37,4.0,-9.73,0.0,-100.0,2.0,34.95,81.3,2.15,1.0,-67.92,247.0,-6.63,71.4,-6.04,0.0,-100.0,2.0,102.02,0.0,-100.0,0.0,-100.0,66.0,-0.0,2.43,66.0
Max Holmes,19.0,57.0,85.66,11.5,23.0,112.37,5.0,15.0,0.02,2.0,8.0,-0.94,0.5,0.5,-23.9,0.5,-1.5,-23.78,1.0,6.0,629.93,0.5,0.5,290.62,30.5,94.9,16.0,64.29,13.5,176.41,0.5,-11.82,4.5,1.56,5.0,670.42,6.0,304.86,67.3,-15.44,2.5,-19.79,610.5,130.79,60.3,-20.65,0.5,-64.74,1.5,51.52,0.5,-55.83,0.5,-50.05,108.5,-0.0,68.38,108.5
Max Michalanney,5.36,16.08,-47.63,4.71,9.42,-13.02,0.5,1.5,-90.0,2.29,9.16,13.42,0.93,0.93,41.55,0.86,-2.58,31.1,0.0,0.0,-100.0,0.0,0.0,-100.0,10.07,-35.65,6.07,-37.67,4.64,-5.0,0.07,-87.65,0.43,-90.3,3.5,439.29,1.79,20.78,81.47,2.37,0.36,-88.45,123.36,-53.37,63.8,-16.04,0.21,-85.19,1.0,1.01,0.07,-93.82,0.07,-93.01,34.5,-20.23,-46.46,34.51
Michael Hurley,5.0,15.0,-51.14,1.0,2.0,-81.53,2.0,6.0,-59.99,0.0,0.0,-100.0,2.0,2.0,204.41,0.0,-0.0,-100.0,1.0,6.0,629.93,0.0,0.0,-100.0,6.0,-61.66,5.0,-48.66,2.0,-59.05,0.0,-100.0,2.0,-54.86,0.0,-100.0,2.0,34.95,83.3,4.67,0.0,-100.0,151.0,-42.92,80.0,5.27,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,31.0,-0.0,-51.89,31.0
Miles Bergman,10.36,31.08,1.23,5.93,11.86,9.51,7.5,22.5,50.03,2.79,11.16,38.19,1.36,1.36,107.0,0.93,-2.79,41.77,0.0,0.0,-100.0,0.0,0.0,-100.0,16.29,4.1,12.14,24.65,5.79,18.55,0.86,51.68,6.64,49.85,0.29,-55.32,1.0,-32.52,79.68,0.12,3.64,16.78,318.64,20.46,77.14,1.51,2.71,91.11,0.07,-92.93,0.0,-100.0,0.0,-100.0,75.14,10.5,16.61,75.17
Mitch Duncan,16.0,48.0,56.34,6.0,12.0,10.8,7.0,21.0,40.03,1.0,4.0,-50.47,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,681.25,22.0,40.58,19.0,95.09,2.0,-59.05,0.0,-100.0,7.0,57.98,0.0,-100.0,1.0,-32.52,81.8,2.78,4.0,28.33,358.0,35.34,81.3,6.98,0.0,-100.0,0.0,-100.0,1.0,-11.66,1.0,-0.1,86.0,-0.0,33.46,86.0
Mitch Lewis,11.0,33.0,7.48,5.0,10.0,-7.66,11.0,33.0,120.04,2.0,8.0,-0.94,0.0,0.0,-100.0,0.0,-0.0,-100.0,1.0,6.0,629.93,4.0,4.0,3025.0,16.0,2.24,9.0,-7.59,7.0,43.33,3.0,429.1,8.0,80.55,1.0,54.08,2.0,34.95,43.8,-44.97,0.0,-100.0,98.0,-62.95,36.4,-52.1,0.0,-100.0,1.0,1.01,0.0,-100.0,0.0,-100.0,94.0,-0.0,45.88,94.0
Mitch McGovern,13.44,40.32,31.33,2.61,5.22,-51.8,4.49,13.47,-10.18,1.51,6.04,-25.21,1.19,1.19,81.13,0.26,-0.78,-60.37,0.24,1.44,75.18,0.17,0.17,32.81,16.06,2.63,8.09,-16.93,4.23,-13.39,0.91,60.49,3.57,-19.43,0.43,-33.74,2.43,63.97,83.27,4.63,5.23,67.79,406.43,53.65,80.04,5.33,1.93,36.11,1.24,25.25,4.07,259.54,3.57,256.64,67.11,-1.16,4.15,67.07
Nasiah Wanganeen-Milera,18.63,55.89,82.04,6.02,12.04,11.17,5.61,16.83,12.22,1.25,5.0,-38.09,0.63,0.63,-4.11,0.25,-0.75,-61.89,0.26,1.56,89.78,0.37,0.37,189.06,24.65,57.52,16.02,64.49,5.35,9.54,0.25,-55.91,5.37,21.19,0.37,-42.99,4.02,171.26,74.78,-6.04,4.18,34.1,515.49,94.87,69.72,-8.25,0.49,-65.44,1.23,24.24,3.31,192.4,3.06,205.69,91.61,16.18,42.17,91.57
Nathan Broad,9.52,28.56,-6.98,3.77,7.54,-30.38,4.99,14.97,-0.18,1.67,6.68,-17.29,0.13,0.13,-80.21,0.74,-2.22,12.8,0.02,0.12,-85.4,0.0,0.0,-100.0,13.3,-15.01,8.32,-14.57,3.62,-25.88,0.63,11.11,4.36,-1.6,0.23,-64.56,1.03,-30.5,74.1,-6.89,4.05,29.93,226.87,-14.23,71.9,-5.39,1.6,12.83,0.65,-34.34,1.47,29.86,1.24,23.88,55.79,-20.45,-13.42,55.78
Nathan Murphy,6.31,18.93,-38.34,4.25,8.5,-21.51,4.09,12.27,-18.18,2.19,8.76,8.47,0.88,0.88,33.94,0.49,-1.47,-25.3,0.0,0.0,-100.0,0.0,0.0,-100.0,10.55,-32.58,6.24,-35.93,4.77,-2.33,0.95,67.55,3.14,-29.14,0.06,-90.76,0.25,-83.13,82.52,3.69,2.62,-15.94,120.88,-54.3,75.22,-1.02,2.55,79.83,0.87,-12.12,0.0,-100.0,0.0,-100.0,47.87,3.02,-25.71,47.87
Nic Martin,16.0,48.0,56.34,9.0,18.0,66.2,6.0,18.0,20.02,2.0,8.0,-0.94,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,681.25,25.0,59.75,18.0,84.82,4.0,-18.1,0.0,-100.0,6.0,35.41,0.0,-100.0,4.0,169.91,56.0,-29.64,6.0,92.49,529.0,99.98,50.0,-34.2,0.0,-100.0,0.0,-100.0,3.0,165.02,3.0,199.7,93.0,-0.0,44.33,93.0
Nic Newman,14.33,42.99,40.02,3.33,6.66,-38.5,7.1,21.3,42.03,3.0,12.0,48.59,1.1,1.1,67.43,0.57,-1.71,-13.11,0.05,0.3,-63.5,0.0,0.0,-100.0,17.67,12.91,14.71,51.04,3.52,-27.93,0.05,-91.18,7.05,59.11,0.24,-63.02,2.86,92.98,68.51,-13.92,2.81,-9.85,358.71,35.61,66.23,-12.85,1.0,-29.48,1.05,6.06,0.52,-54.06,0.52,-48.05,82.62,-7.34,28.22,82.64
Nick Blakey,14.85,44.55,45.1,5.64,11.28,4.16,4.86,14.58,-2.78,1.29,5.16,-36.11,0.63,0.63,-4.11,0.45,-1.35,-31.4,0.1,0.6,-27.01,0.22,0.22,71.88,20.5,31.0,11.65,19.62,3.85,-21.17,0.22,-61.2,4.65,4.94,0.35,-46.07,2.57,73.41,84.23,5.84,5.89,88.96,483.04,82.61,80.58,6.04,1.56,10.01,1.69,70.71,5.0,341.7,4.84,383.52,75.75,-2.15,17.56,75.67
Nick Daicos,18.0,54.0,75.88,10.5,21.0,93.91,2.0,6.0,-59.99,4.0,16.0,98.12,0.5,0.5,-23.9,1.5,-4.5,128.66,0.5,3.0,264.96,0.5,0.5,290.62,28.5,82.12,17.0,74.56,11.0,125.23,0.0,-100.0,2.0,-54.86,5.0,670.42,8.0,439.81,82.4,3.54,3.0,-3.75,691.5,161.41,75.0,-1.31,0.5,-64.74,4.5,354.55,1.0,-11.66,1.0,-0.1,96.5,-0.0,49.76,96.5
Nick Haynes,11.29,33.87,10.32,4.45,8.9,-17.82,6.92,20.76,38.43,0.12,0.48,-94.06,0.43,0.43,-34.55,0.34,-1.02,-48.17,0.28,1.68,104.38,0.04,0.04,-68.75,15.73,0.52,12.06,23.83,3.06,-37.35,0.9,58.73,6.02,35.86,0.04,-93.84,0.76,-48.72,85.12,6.95,4.14,32.82,321.71,21.62,84.3,10.93,2.73,92.52,0.96,-3.03,0.3,-73.5,0.3,-70.03,65.15,10.73,1.11,65.14
Nick Hind,14.0,42.0,36.8,6.0,12.0,10.8,4.0,12.0,-19.98,3.0,12.0,48.59,0.0,0.0,-100.0,2.0,-6.0,204.88,0.0,0.0,-100.0,0.0,0.0,-100.0,20.0,27.8,17.0,74.56,3.0,-38.57,0.0,-100.0,4.0,-9.73,1.0,54.08,1.0,-32.52,85.0,6.8,7.0,124.57,341.0,28.91,92.9,22.25,0.0,-100.0,0.0,-100.0,1.0,-11.66,1.0,-0.1,72.0,-0.0,11.74,72.0
Nick Murray,9.9,29.7,-3.26,3.93,7.86,-27.42,6.18,18.54,23.62,1.19,4.76,-41.06,0.28,0.28,-57.38,0.71,-2.13,8.23,0.0,0.0,-100.0,0.22,0.22,71.88,13.83,-11.62,8.08,-17.03,4.35,-10.93,1.21,113.4,4.97,12.16,0.27,-58.4,1.42,-4.18,72.81,-8.51,4.05,29.93,338.96,28.14,69.97,-7.93,1.51,6.49,0.31,-68.69,0.96,-15.19,0.95,-5.09,59.26,17.61,-8.03,59.23
Nick Vlastuin,13.58,40.74,32.69,6.01,12.02,10.99,5.85,17.55,17.02,2.9,11.6,43.64,1.53,1.53,132.88,1.33,-3.99,102.74,0.01,0.06,-92.7,0.01,0.01,-92.19,19.59,25.18,10.13,4.01,6.11,25.1,0.53,-6.53,5.32,20.06,0.1,-84.59,0.54,-63.56,78.52,-1.34,6.1,95.7,379.12,43.32,79.42,4.51,1.56,10.01,1.31,32.32,3.75,231.27,3.45,244.66,79.57,-5.38,23.48,79.52
Nik Cox,2.0,6.0,-80.46,5.0,10.0,-7.66,1.0,3.0,-80.0,3.0,12.0,48.59,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,7.0,-55.27,5.0,-48.66,3.0,-38.57,0.0,-100.0,1.0,-77.43,0.0,-100.0,0.0,-100.0,100.0,25.65,1.0,-67.92,62.0,-76.56,100.0,31.59,1.0,-29.48,0.0,-100.0,0.0,-100.0,0.0,-100.0,31.0,-0.0,-51.89,31.0
Noah Balta,12.34,37.02,20.58,2.1,4.2,-61.22,8.34,25.02,66.83,0.99,3.96,-50.97,0.35,0.35,-46.73,0.57,-1.71,-13.11,0.14,0.84,2.19,0.05,0.05,-60.94,14.44,-7.73,9.28,-4.71,4.14,-15.23,1.49,162.79,6.85,54.59,0.14,-78.43,0.95,-35.9,72.02,-9.51,4.45,42.77,372.0,40.63,71.12,-6.41,2.88,103.1,0.5,-49.49,0.29,-74.38,0.29,-71.03,69.82,2.26,8.35,69.73
Oleg Markov,7.0,21.0,-31.6,4.5,9.0,-16.9,5.0,15.0,0.02,3.0,12.0,48.59,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,11.5,-26.51,7.5,-22.99,3.5,-28.34,0.5,-11.82,4.5,1.56,0.5,-22.96,3.0,102.43,87.3,9.69,2.0,-35.84,206.5,-21.94,78.55,3.36,1.0,-29.48,0.5,-49.49,0.0,-100.0,0.0,-100.0,57.0,-0.0,-11.54,57.0
Oliver Florent,14.65,43.95,43.15,7.17,14.34,32.41,5.92,17.76,18.42,2.65,10.6,31.25,0.24,0.24,-63.47,0.61,-1.83,-7.01,0.47,2.82,243.07,0.28,0.28,118.75,21.81,39.37,13.11,34.61,6.82,39.64,0.14,-75.31,5.78,30.44,1.88,189.68,2.58,74.09,73.35,-7.84,5.43,74.21,439.79,66.26,70.7,-6.97,1.06,-25.25,0.95,-4.04,3.08,172.08,2.2,119.78,88.13,4.85,36.77,88.16
Oscar McDonald,9.0,27.0,-12.06,3.0,6.0,-44.6,5.0,15.0,0.02,0.0,0.0,-100.0,1.5,1.5,128.31,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-23.32,7.0,-28.12,5.0,2.38,0.5,-11.82,4.5,1.56,0.0,-100.0,0.0,-100.0,70.0,-12.04,2.0,-35.84,127.0,-51.99,60.35,-20.58,2.0,41.04,1.5,51.52,0.0,-100.0,0.0,-100.0,49.5,-0.0,-23.18,49.5
Paddy McCartin,12.4,37.2,21.16,3.2,6.4,-40.9,8.2,24.6,64.03,0.4,1.6,-80.19,1.2,1.2,82.65,0.2,-0.6,-69.51,0.0,0.0,-100.0,0.0,0.0,-100.0,15.6,-0.31,8.2,-15.8,6.8,39.23,2.4,323.28,5.8,30.9,0.2,-69.18,2.2,48.45,87.1,9.44,3.2,2.66,220.8,-16.53,88.14,15.98,4.4,210.3,2.0,102.02,0.0,-100.0,0.0,-100.0,70.4,-0.0,9.25,70.4
Paul Curtis,8.0,24.0,-21.83,5.0,10.0,-7.66,3.0,9.0,-39.99,3.0,12.0,48.59,0.0,0.0,-100.0,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-16.93,6.0,-38.39,7.0,43.33,0.0,-100.0,3.0,-32.3,0.0,-100.0,3.0,102.43,53.8,-32.4,2.0,-35.84,243.0,-8.14,50.0,-34.2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,52.0,-0.0,-19.3,52.0
Phil Davis,7.33,21.99,-28.38,4.33,8.66,-20.04,4.67,14.01,-6.58,1.67,6.68,-17.29,1.33,1.33,102.44,1.33,-3.99,102.74,0.0,0.0,-100.0,0.0,0.0,-100.0,11.67,-25.43,7.33,-24.74,5.0,2.38,0.33,-41.8,4.33,-2.28,0.0,-100.0,1.0,-32.52,81.37,2.24,2.0,-35.84,132.33,-49.97,73.33,-3.5,2.33,64.32,1.33,34.34,0.0,-100.0,0.0,-100.0,48.67,-0.0,-24.47,48.68
Reuben Ginbey,9.0,27.0,-12.06,5.0,10.0,-7.66,3.0,9.0,-39.99,4.0,16.0,98.12,0.0,0.0,-100.0,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-10.54,10.0,2.68,4.0,-18.1,0.0,-100.0,3.0,-32.3,0.0,-100.0,2.0,34.95,85.7,7.68,5.0,60.41,339.0,28.15,77.8,2.38,2.0,41.04,2.0,102.02,1.0,-11.66,1.0,-0.1,59.0,-0.0,-8.44,59.0
Rhett Bazzo,6.29,18.87,-38.54,6.0,12.0,10.8,4.5,13.5,-9.98,0.71,2.84,-64.83,0.0,0.0,-100.0,1.29,-3.87,96.65,0.0,0.0,-100.0,0.14,0.14,9.38,12.29,-21.46,8.07,-17.14,4.07,-16.67,0.86,51.68,3.64,-17.85,0.21,-67.64,1.0,-32.52,77.83,-2.21,1.93,-38.08,133.64,-49.48,77.39,1.84,1.79,26.23,1.0,1.01,0.0,-100.0,0.0,-100.0,43.5,-11.45,-32.49,43.48
Riley Bonner,16.5,49.5,61.23,4.54,9.08,-16.16,3.45,10.35,-30.99,2.4,9.6,18.87,0.44,0.44,-33.03,1.7,-5.1,159.15,0.0,0.0,-100.0,0.56,0.56,337.5,21.04,34.45,12.97,33.18,4.09,-16.26,0.01,-98.24,3.44,-22.37,1.98,205.08,1.45,-2.16,67.75,-14.87,6.36,104.04,471.33,78.18,63.98,-15.81,0.01,-99.29,0.18,-81.82,3.99,252.47,3.57,256.64,74.41,-6.86,15.48,74.43
Robbie Fox,8.93,26.79,-12.74,7.07,14.14,30.56,3.57,10.71,-28.59,2.0,8.0,-0.94,0.79,0.79,20.24,0.57,-1.71,-13.11,0.0,0.0,-100.0,0.0,0.0,-100.0,16.0,2.24,10.29,5.66,5.86,19.98,0.21,-62.96,3.36,-24.17,0.43,-33.74,0.43,-70.99,81.75,2.72,3.79,21.59,203.5,-23.07,69.77,-8.19,0.57,-59.8,0.21,-78.79,0.0,-100.0,0.0,-100.0,59.14,-17.86,-8.22,58.72
Robbie Tarrant,6.92,20.76,-32.38,4.0,8.0,-26.13,5.25,15.75,5.02,1.08,4.32,-46.51,0.42,0.42,-36.07,1.58,-4.74,140.85,0.0,0.0,-100.0,0.0,0.0,-100.0,10.92,-30.22,6.83,-29.87,4.17,-14.62,0.58,2.29,4.67,5.39,0.33,-49.15,0.92,-37.92,80.01,0.53,2.33,-25.25,188.33,-28.8,80.33,5.71,1.83,29.06,0.5,-49.49,0.08,-92.93,0.0,-100.0,44.5,-0.0,-30.94,44.51
Rory Atkins,16.86,50.58,64.74,8.28,16.56,52.91,4.28,12.84,-14.38,0.57,2.28,-71.77,0.72,0.72,9.59,0.71,-2.13,8.23,0.28,1.68,104.38,0.15,0.15,17.19,25.14,60.65,15.72,61.41,4.72,-3.36,0.0,-100.0,4.28,-3.41,1.14,75.65,3.0,102.43,76.84,-3.45,6.14,96.98,580.71,119.53,71.7,-5.65,0.57,-59.8,1.85,86.87,4.71,316.08,4.71,370.53,82.72,19.74,28.37,82.68
Rory Lobb,9.88,29.64,-3.46,5.5,11.0,1.57,6.5,19.5,30.03,2.0,8.0,-0.94,0.88,0.88,33.94,0.25,-0.75,-61.89,0.0,0.0,-100.0,0.0,0.0,-100.0,15.38,-1.72,8.38,-13.95,6.12,25.31,1.5,164.55,5.0,12.84,0.5,-22.96,1.5,1.21,73.18,-8.05,2.88,-7.6,272.0,2.83,68.4,-9.99,3.12,120.03,1.62,63.64,0.75,-33.75,0.75,-25.07,70.25,-0.0,9.02,68.27
Ryan Burton,13.57,40.71,32.6,5.61,11.22,3.6,4.7,14.1,-5.98,0.8,3.2,-60.38,0.11,0.11,-83.26,1.0,-3.0,52.44,0.47,2.82,243.07,0.42,0.42,228.12,19.18,22.56,12.25,25.78,4.01,-17.9,0.0,-100.0,4.7,6.07,1.79,175.81,4.46,200.94,69.13,-13.14,3.16,1.38,434.53,64.27,73.37,-3.45,0.06,-95.77,0.16,-83.84,3.45,204.77,3.37,236.66,69.6,4.14,8.01,69.58
Ryan Byrnes,10.0,30.0,-2.29,8.0,16.0,47.74,7.0,21.0,40.03,1.0,4.0,-50.47,0.0,0.0,-100.0,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,18.0,15.02,12.0,23.22,5.0,2.38,0.0,-100.0,7.0,57.98,1.0,54.08,3.0,102.43,77.8,-2.24,2.0,-35.84,321.0,21.35,70.0,-7.89,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,68.0,-0.0,5.53,68.0
Ryan Gardner,6.43,19.29,-37.17,3.85,7.7,-28.9,3.97,11.91,-20.58,2.05,8.2,1.54,0.79,0.79,20.24,0.88,-2.64,34.15,0.15,0.9,9.49,0.0,0.0,-100.0,10.28,-34.31,6.43,-33.98,4.44,-9.09,0.53,-6.53,3.44,-22.37,0.15,-76.89,0.92,-37.92,79.18,-0.51,2.27,-27.17,175.91,-33.5,78.8,3.69,1.44,1.55,0.37,-62.63,0.0,-100.0,0.0,-100.0,46.09,-4.73,-28.47,46.15
Ryan Lester,9.99,29.97,-2.38,4.59,9.18,-15.24,5.35,16.05,7.02,1.83,7.32,-9.36,0.42,0.42,-36.07,0.09,-0.27,-86.28,0.0,0.0,-100.0,0.0,0.0,-100.0,14.58,-6.83,9.63,-1.12,4.75,-2.74,0.29,-48.85,5.06,14.2,0.34,-47.61,1.74,17.41,76.72,-3.6,2.42,-22.36,199.22,-24.69,72.18,-5.02,0.81,-42.88,1.34,35.35,0.53,-53.18,0.01,-99.0,62.67,-1.05,-2.74,62.67
Sam Collins,5.47,16.41,-46.55,3.22,6.44,-40.54,4.27,12.81,-14.58,0.27,1.08,-86.63,0.54,0.54,-17.81,0.07,-0.21,-89.33,0.0,0.0,-100.0,0.0,0.0,-100.0,8.69,-44.47,4.46,-54.2,4.66,-4.59,0.97,71.08,3.3,-25.52,0.46,-29.12,0.12,-91.9,85.83,7.85,2.1,-32.63,102.65,-61.19,89.0,17.12,2.54,79.13,0.57,-42.42,0.01,-99.12,0.0,-100.0,37.07,-22.47,-42.47,37.07
Sam Darcy,9.67,29.01,-5.51,3.0,6.0,-44.6,7.0,21.0,40.03,0.33,1.32,-83.66,1.0,1.0,52.21,0.33,-0.99,-49.7,0.67,4.02,389.05,0.67,0.67,423.44,12.67,-19.04,7.0,-28.12,6.0,22.85,2.0,252.73,5.0,12.84,0.0,-100.0,1.67,12.69,71.97,-9.57,0.67,-78.5,162.0,-38.76,69.37,-8.72,2.67,88.29,0.33,-66.67,0.0,-100.0,0.0,-100.0,62.33,-0.0,-3.27,62.03
Sam De Koning,6.95,20.85,-32.09,8.06,16.12,48.85,3.89,11.67,-22.18,1.33,5.32,-34.13,0.75,0.75,14.16,1.08,-3.24,64.63,0.15,0.9,9.49,0.0,0.0,-100.0,15.0,-4.15,8.23,-15.49,6.58,34.73,0.82,44.62,3.06,-30.94,1.25,92.6,1.39,-6.21,73.49,-7.66,1.97,-36.8,195.18,-26.21,63.81,-16.03,1.44,1.55,1.12,13.13,0.02,-98.23,0.01,-99.0,57.58,9.98,-10.64,52.37
Sam Docherty,18.19,54.57,77.74,9.43,18.86,74.15,7.04,21.12,40.83,2.76,11.04,36.7,1.0,1.0,52.21,0.57,-1.71,-13.11,0.28,1.68,104.38,0.0,0.0,-100.0,27.62,76.5,20.62,111.73,5.34,9.34,0.05,-91.18,7.0,57.98,1.85,185.05,2.43,63.97,75.69,-4.9,4.95,58.81,460.14,73.95,69.02,-9.18,1.04,-26.66,1.67,68.69,1.81,59.89,1.47,46.85,106.62,-1.81,65.46,106.56
Sam Flanders,22.0,66.0,114.97,7.8,15.6,44.04,8.0,24.0,60.03,2.2,8.8,8.96,1.4,1.4,113.09,1.0,-3.0,52.44,0.0,0.0,-100.0,0.2,0.2,56.25,29.8,90.43,20.0,105.36,6.2,26.95,0.0,-100.0,8.0,80.55,1.8,177.35,2.8,88.93,82.84,4.09,4.4,41.16,507.4,91.82,78.08,2.75,1.6,12.83,1.0,1.01,4.4,288.69,4.4,339.56,113.0,-0.0,75.37,113.0
Sam Frost,5.98,17.94,-41.57,5.07,10.14,-6.37,4.32,12.96,-13.58,1.99,7.96,-1.44,0.53,0.53,-19.33,0.77,-2.31,17.38,0.0,0.0,-100.0,0.02,0.02,-84.38,11.05,-29.39,6.9,-29.15,4.19,-14.21,0.63,11.11,3.68,-16.95,0.15,-76.89,0.49,-66.94,84.51,6.19,1.96,-37.12,116.03,-56.14,82.93,9.13,1.67,17.77,0.81,-18.18,0.0,-100.0,0.0,-100.0,47.34,-8.03,-26.53,47.24
Sam Skinner,4.0,12.0,-60.91,5.0,10.0,-7.66,2.5,7.5,-49.99,1.5,6.0,-25.71,0.5,0.5,-23.9,1.0,-3.0,52.44,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-42.49,5.5,-43.53,4.0,-18.1,1.0,76.37,1.5,-66.15,0.0,-100.0,1.0,-32.52,95.0,19.37,1.0,-67.92,100.0,-62.2,100.0,31.59,1.5,5.78,0.5,-49.49,0.0,-100.0,0.0,-100.0,33.0,-0.0,-48.79,33.0
