playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.interceptMarks W Mean,extendedStats.interceptMarks Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.kickins W Mean,extendedStats.kickins Scalar,extendedStats.kickinsPlayon W Mean,extendedStats.kickinsPlayon Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
James Jordon,5.0,15.0,-50.06,5.71,11.42,3.52,1.21,3.63,-74.18,2.71,10.84,32.2,0.0,0.0,-100.0,0.07,-0.21,-89.69,0.07,0.42,-58.33,0.0,0.0,-100.0,10.71,-31.03,6.71,-33.23,4.93,4.38,0.0,-100.0,1.21,-71.84,0.21,-73.15,1.21,-26.98,48.29,-36.77,1.14,-58.36,140.93,-47.76,31.16,-56.44,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,41.14,-20.12,-35.15,41.1
James Madden,9.0,27.0,-10.12,1.0,2.0,-81.87,7.0,21.0,49.38,2.0,8.0,-2.44,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-35.6,6.0,-40.29,4.0,-15.31,3.0,671.21,4.0,-6.91,0.0,-100.0,2.0,20.7,50.0,-34.54,2.0,-26.95,346.0,28.27,44.4,-37.93,4.0,245.72,2.0,135.85,0.0,-100.0,0.0,-100.0,55.0,-0.0,-13.3,55.0
James O'Donnell,9.57,28.71,-4.42,3.14,6.28,-43.07,5.36,16.08,14.38,0.71,2.84,-65.37,0.64,0.64,0.16,0.79,-2.37,16.35,0.0,0.0,-100.0,0.0,0.0,-100.0,12.71,-18.15,8.5,-15.41,4.21,-10.86,0.79,103.08,4.57,6.35,0.0,-100.0,1.64,-1.03,74.03,-3.07,2.71,-1.02,203.86,-24.43,71.5,-0.04,2.0,72.86,1.57,85.14,0.0,-100.0,0.0,-100.0,52.21,17.0,-17.69,52.18
James Sicily,16.13,48.39,61.09,7.69,15.38,39.41,7.49,22.47,59.84,1.38,5.52,-32.68,1.39,1.39,117.53,0.92,-2.76,35.49,0.03,0.18,-82.14,0.27,0.27,119.51,23.82,53.39,14.88,48.07,6.95,47.15,0.67,72.24,6.82,58.72,0.68,-13.04,2.08,25.53,81.95,7.3,6.32,130.83,498.99,84.98,79.35,10.93,2.56,121.26,2.11,148.82,1.75,99.32,1.73,123.23,90.79,-4.49,43.13,90.84
James Stewart,7.5,22.5,-25.1,3.0,6.0,-45.61,4.5,13.5,-3.97,1.5,6.0,-26.83,1.0,1.0,56.49,1.5,-4.5,120.91,0.0,0.0,-100.0,0.0,0.0,-100.0,10.5,-32.38,3.5,-65.17,6.0,27.04,2.5,542.67,2.0,-53.46,0.5,-36.06,1.0,-39.65,67.3,-11.89,4.0,46.09,184.5,-31.6,61.1,-14.58,3.5,202.51,0.5,-41.04,0.0,-100.0,0.0,-100.0,44.5,-0.0,-29.85,44.5
James Trezise,10.0,30.0,-0.13,7.0,14.0,26.9,4.29,12.87,-8.45,1.57,6.28,-23.41,0.57,0.57,-10.8,0.21,-0.63,-69.07,0.0,0.0,-100.0,0.0,0.0,-100.0,17.0,9.47,10.29,2.4,5.71,20.9,0.64,64.52,3.64,-15.29,0.21,-73.15,1.5,-9.47,77.97,2.08,3.93,43.54,236.36,-12.38,77.43,8.25,1.64,41.75,1.43,68.63,1.07,21.87,0.86,10.97,63.07,-8.43,-0.57,63.09
Jarman Impey,12.53,37.59,25.14,6.86,13.72,24.37,5.8,17.4,23.77,2.33,9.32,13.66,0.89,0.89,39.28,0.38,-1.14,-44.04,0.14,0.84,-16.67,0.15,0.15,21.95,19.39,24.86,14.39,43.2,4.99,5.65,0.27,-30.59,5.53,28.69,0.77,-1.53,2.67,61.13,79.6,4.22,2.81,2.63,328.44,21.76,73.9,3.31,1.58,36.56,0.81,-4.48,0.37,-57.86,0.37,-52.26,78.73,6.03,24.11,78.77
Jarrod Berry,19.0,57.0,89.75,5.0,10.0,-9.35,10.0,30.0,113.4,3.0,12.0,46.34,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,1.0,1.0,713.01,24.0,54.55,21.0,108.98,3.0,-36.48,0.0,-100.0,10.0,132.72,1.0,27.88,4.0,141.4,66.7,-12.67,5.0,82.62,737.0,173.21,68.4,-4.38,0.0,-100.0,2.0,135.85,0.0,-100.0,0.0,-100.0,110.0,-0.0,73.41,110.0
Jarrod Witts,4.5,13.5,-55.06,6.0,12.0,8.77,2.5,7.5,-46.65,3.5,14.0,70.73,1.0,1.0,56.49,0.5,-1.5,-26.36,1.0,6.0,495.24,0.0,0.0,-100.0,10.5,-32.38,3.0,-70.15,9.0,90.56,0.5,28.53,2.0,-53.46,4.5,475.45,2.5,50.88,67.85,-11.17,0.0,-100.0,153.0,-43.28,75.0,4.85,1.0,-13.57,4.5,430.66,0.0,-100.0,0.0,-100.0,95.0,-0.0,49.76,52.5
Jase Burgoyne,8.0,24.0,-20.1,7.0,14.0,26.9,4.0,12.0,-14.64,1.0,4.0,-51.22,1.0,1.0,56.49,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,15.0,-3.41,9.0,-10.44,5.0,5.86,0.0,-100.0,4.0,-6.91,0.0,-100.0,0.0,-100.0,80.0,4.74,2.0,-26.95,276.0,2.32,62.5,-12.63,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,55.0,-0.0,-13.3,55.0
Jason Johannisen,15.75,47.25,57.3,6.09,12.18,10.41,6.48,19.44,38.28,1.21,4.84,-40.98,0.4,0.4,-37.4,0.3,-0.9,-55.82,0.04,0.24,-76.19,0.02,0.02,-83.74,21.84,40.64,16.09,60.12,4.25,-10.01,0.12,-69.15,6.35,47.78,0.48,-38.62,2.55,53.89,77.79,1.85,3.77,37.69,360.61,33.68,76.95,7.57,0.52,-55.06,1.38,62.74,2.11,140.32,1.79,130.97,83.45,4.07,31.55,83.47
Jaxon Prior,7.0,21.0,-30.09,0.0,0.0,-100.0,3.0,9.0,-35.98,1.0,4.0,-51.22,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,7.0,-54.92,7.0,-30.34,0.0,-100.0,0.0,-100.0,3.0,-30.18,0.0,-100.0,1.0,-39.65,85.7,12.21,0.0,-100.0,226.0,-16.22,85.7,19.81,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,34.0,-0.0,-46.4,34.0
Jayden Hunt,11.4,34.2,13.85,7.73,15.46,40.14,4.52,13.56,-3.54,2.34,9.36,14.15,0.45,0.45,-29.58,0.76,-2.28,11.93,0.06,0.36,-64.29,0.19,0.19,54.47,19.13,23.19,11.96,19.02,6.86,45.25,0.16,-58.87,4.35,1.23,1.95,149.36,2.89,74.41,76.75,0.49,3.96,44.63,365.1,35.35,70.34,-1.67,0.79,-31.72,0.64,-24.53,0.89,1.37,0.72,-7.1,71.26,9.91,12.34,71.3
Jayden Laverde,9.45,28.35,-5.62,6.73,13.46,22.01,6.32,18.96,34.87,1.64,6.56,-20.0,0.93,0.93,45.54,0.8,-2.4,17.82,0.0,0.0,-100.0,0.0,0.0,-100.0,16.18,4.19,11.24,11.85,4.77,1.0,0.54,38.82,5.78,34.51,0.11,-85.93,0.69,-58.36,83.47,9.29,3.12,13.95,205.83,-23.7,78.25,9.39,1.91,65.08,1.02,20.28,0.0,-100.0,0.0,-100.0,65.84,-0.11,3.79,65.86
Jayden Short,18.98,56.94,89.55,4.14,8.28,-24.95,6.45,19.35,37.64,1.28,5.12,-37.56,0.3,0.3,-53.05,0.58,-1.74,-14.58,0.17,1.02,1.19,0.14,0.14,13.82,23.11,48.82,15.61,55.34,3.75,-20.6,0.19,-51.16,6.25,45.45,0.63,-19.44,2.6,56.91,83.01,8.68,5.66,106.72,518.72,92.3,80.77,12.91,1.01,-12.71,1.48,74.53,4.88,455.81,3.8,390.32,89.36,-6.45,40.87,89.41
Jed Bews,8.14,24.42,-18.71,4.43,8.86,-19.69,5.04,15.12,7.55,3.07,12.28,49.76,0.1,0.1,-84.35,0.48,-1.44,-29.31,0.0,0.0,-100.0,0.0,0.0,-100.0,12.57,-19.05,9.41,-6.36,3.06,-35.21,0.1,-74.29,4.95,15.2,0.85,8.7,1.52,-8.27,68.26,-10.63,2.78,1.53,210.67,-21.9,58.49,-18.23,2.71,134.23,0.52,-38.68,0.0,-100.0,0.0,-100.0,59.37,10.57,-6.41,59.34
Jeremy Howe,12.82,38.46,28.03,2.9,5.8,-47.43,5.19,15.57,10.76,2.49,9.96,21.46,0.9,0.9,40.85,0.34,-1.02,-49.93,0.09,0.54,-46.43,0.02,0.02,-83.74,15.73,1.29,7.43,-26.06,4.18,-11.5,0.68,74.81,4.51,4.96,0.06,-92.33,0.41,-75.26,77.87,1.95,6.51,137.76,353.8,31.16,76.26,6.61,2.51,116.94,1.33,56.84,3.94,348.75,3.58,361.94,70.22,2.96,10.7,70.23
Jimmy Webster,8.86,26.58,-11.52,4.84,9.68,-12.26,4.51,13.53,-3.76,2.54,10.16,23.9,0.73,0.73,14.24,0.36,-1.08,-46.98,0.0,0.0,-100.0,0.0,0.0,-100.0,13.7,-11.78,9.71,-3.37,4.07,-13.83,0.12,-69.15,4.39,2.16,0.12,-84.65,0.83,-49.91,80.21,5.02,2.4,-12.34,189.12,-29.89,80.07,11.94,0.66,-42.96,0.88,3.77,0.32,-63.55,0.24,-69.03,59.61,-5.32,-6.03,59.6
Joe Fonti,3.5,10.5,-65.05,10.5,21.0,90.36,3.0,9.0,-35.98,2.0,8.0,-2.44,0.0,0.0,-100.0,1.5,-4.5,120.91,0.0,0.0,-100.0,0.0,0.0,-100.0,14.0,-9.85,13.0,29.37,2.0,-57.65,0.0,-100.0,3.0,-30.18,0.0,-100.0,0.5,-69.82,78.55,2.84,3.0,9.57,222.0,-17.7,66.65,-6.82,0.5,-56.78,0.5,-41.04,0.0,-100.0,0.0,-100.0,44.0,-0.0,-30.64,44.0
Joel Freijah,9.5,28.5,-5.12,5.0,10.0,-9.35,4.0,12.0,-14.64,1.5,6.0,-26.83,1.5,1.5,134.74,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,14.5,-6.63,10.5,4.49,4.0,-15.31,0.0,-100.0,4.0,-6.91,0.0,-100.0,3.0,81.05,70.35,-7.89,2.5,-8.69,279.5,3.61,63.9,-10.67,1.5,29.65,1.0,17.92,0.5,-43.05,0.5,-35.48,56.5,-0.0,-10.93,56.5
Joel Hamling,4.71,14.13,-52.96,6.57,13.14,19.11,4.0,12.0,-14.64,0.86,3.44,-58.05,1.0,1.0,56.49,0.71,-2.13,4.57,0.0,0.0,-100.0,0.0,0.0,-100.0,11.29,-27.3,7.86,-21.78,3.57,-24.41,0.43,10.54,3.57,-16.92,0.43,-45.01,0.14,-91.55,77.2,1.08,1.0,-63.48,99.43,-63.14,83.34,16.51,1.71,47.8,0.0,-100.0,0.0,-100.0,0.0,-100.0,41.57,9.39,-34.47,41.58
Joel Jeffrey,12.5,37.5,24.84,4.25,8.5,-22.95,4.0,12.0,-14.64,1.0,4.0,-51.22,0.25,0.25,-60.88,0.5,-1.5,-26.36,0.25,1.5,48.81,0.25,0.25,103.25,16.75,7.86,12.0,19.41,3.5,-25.89,0.25,-35.73,3.75,-12.73,0.0,-100.0,3.5,111.23,79.32,3.85,3.0,9.57,389.25,44.3,75.95,6.18,1.5,29.65,1.25,47.41,1.75,99.32,1.25,61.29,62.5,-0.0,-1.47,62.5
Joel Smith,7.25,21.75,-27.59,3.5,7.0,-36.55,3.5,10.5,-25.31,2.5,10.0,21.95,0.75,0.75,17.37,1.75,-5.25,157.73,0.0,0.0,-100.0,0.0,0.0,-100.0,10.75,-30.77,5.75,-42.78,4.75,0.57,1.25,221.34,2.25,-47.64,0.0,-100.0,1.0,-39.65,71.77,-6.03,1.75,-36.08,141.5,-47.54,67.22,-6.03,1.75,51.25,0.5,-41.04,0.0,-100.0,0.0,-100.0,44.75,-0.0,-29.45,44.75
John Noble,11.17,33.51,11.55,6.91,13.82,25.27,4.22,12.66,-9.94,2.99,11.96,45.85,0.98,0.98,53.36,0.29,-0.87,-57.29,0.02,0.12,-88.1,0.01,0.01,-91.87,18.09,16.49,13.1,30.36,3.72,-21.24,0.0,-100.0,4.22,-1.79,0.68,-13.04,1.79,8.03,81.52,6.73,3.78,38.06,348.81,29.31,77.78,8.73,0.59,-49.01,1.03,21.46,0.88,0.23,0.88,13.55,72.23,-4.37,13.87,72.19
Jordan Boyd,9.94,29.82,-0.73,3.66,7.32,-33.65,3.83,11.49,-18.27,2.85,11.4,39.02,0.44,0.44,-31.14,0.64,-1.92,-5.74,0.0,0.0,-100.0,0.22,0.22,78.86,13.59,-12.49,9.79,-2.58,1.92,-59.35,0.01,-97.43,3.82,-11.1,0.21,-73.15,1.07,-35.43,77.85,1.93,2.69,-1.75,284.1,5.32,73.34,2.53,0.91,-21.35,0.65,-23.35,1.47,67.43,1.47,89.68,58.75,14.63,-7.38,58.77
Jordan Clark,15.84,47.52,58.19,8.04,16.08,45.76,6.57,19.71,40.2,2.64,10.56,28.78,1.04,1.04,62.75,0.75,-2.25,10.46,0.13,0.78,-22.62,0.08,0.08,-34.96,23.88,53.78,16.9,68.18,5.3,12.22,0.16,-58.87,6.41,49.17,1.21,54.73,2.89,74.41,81.67,6.93,4.72,72.39,420.45,55.87,79.28,10.83,1.3,12.36,1.1,29.72,1.99,126.65,1.82,134.84,93.49,12.08,47.38,93.52
Jordan Dawson,18.5,55.5,84.76,5.92,11.84,7.32,5.92,17.76,26.33,4.08,16.32,99.02,0.42,0.42,-34.27,0.75,-2.25,10.46,0.25,1.5,48.81,0.25,0.25,103.25,24.42,57.25,15.08,50.06,5.5,16.45,0.75,92.8,5.17,20.32,0.83,6.14,3.58,116.05,77.53,1.51,7.83,185.98,605.0,124.28,76.85,7.43,2.08,79.78,1.58,86.32,4.67,431.89,4.0,416.13,101.33,-0.0,59.74,101.34
Jordan Ridley,17.31,51.93,72.88,5.78,11.56,4.79,8.27,24.81,76.48,0.92,3.68,-55.12,0.45,0.45,-29.58,0.28,-0.84,-58.76,0.1,0.6,-40.48,0.0,0.0,-100.0,23.09,48.69,14.84,47.68,4.84,2.48,0.87,123.65,7.4,72.21,0.01,-98.72,0.96,-42.06,88.39,15.73,5.2,89.92,438.75,62.65,88.13,23.2,2.85,146.33,1.24,46.23,3.3,275.85,3.27,321.94,92.21,13.12,45.36,92.19
Jordon Butts,4.29,12.87,-57.16,3.86,7.72,-30.02,4.93,14.79,5.21,0.21,0.84,-89.76,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,8.14,-47.58,6.86,-31.73,0.36,-92.38,0.07,-82.01,4.86,13.1,0.0,-100.0,0.0,-100.0,97.5,27.65,3.07,12.13,59.64,-77.89,96.43,34.81,1.07,-7.52,0.07,-91.75,0.0,-100.0,0.0,-100.0,33.21,-8.39,-47.65,33.22
Josh Battle,11.01,33.03,9.96,6.69,13.38,21.28,7.53,22.59,60.69,1.4,5.6,-31.71,0.57,0.57,-10.8,0.66,-1.98,-2.8,0.12,0.72,-28.57,0.12,0.12,-2.44,17.7,13.98,12.13,20.71,5.33,12.85,0.91,133.93,6.62,54.06,0.26,-66.75,1.56,-5.85,82.08,7.47,3.07,12.13,284.05,5.3,80.07,11.94,2.65,129.04,0.97,14.39,0.24,-72.67,0.19,-75.48,74.06,6.48,16.75,74.03
Josh Bruce,6.67,20.01,-33.39,6.33,12.66,14.76,4.67,14.01,-0.34,1.33,5.32,-35.12,0.67,0.67,4.85,2.0,-6.0,194.55,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-16.29,8.0,-20.39,4.67,-1.12,0.0,-100.0,4.67,8.68,0.0,-100.0,0.33,-80.08,71.2,-6.78,2.33,-14.9,117.33,-56.5,75.0,4.85,1.67,44.34,0.33,-61.08,0.0,-100.0,0.0,-100.0,46.67,-0.0,-26.43,46.67
Josh Gibcus,6.2,18.6,-38.08,3.09,6.18,-43.98,2.33,6.99,-50.28,1.93,7.72,-5.85,0.99,0.99,54.93,0.06,-0.18,-91.16,0.04,0.24,-76.19,0.0,0.0,-100.0,9.29,-40.18,1.91,-80.99,7.37,56.04,1.83,370.44,0.5,-88.36,0.01,-98.72,0.99,-40.25,77.71,1.74,3.01,9.93,220.09,-18.41,82.62,15.5,1.96,69.4,0.99,16.75,0.01,-98.86,0.01,-98.71,40.54,-8.69,-36.09,40.54
Josh Goater,5.5,16.5,-45.07,7.5,15.0,35.97,2.5,7.5,-46.65,1.5,6.0,-26.83,1.0,1.0,56.49,1.0,-3.0,47.28,0.0,0.0,-100.0,0.5,0.5,306.5,13.0,-16.29,8.0,-20.39,5.0,5.86,0.0,-100.0,2.5,-41.82,0.5,-36.06,0.5,-69.82,69.7,-8.74,2.0,-26.95,156.5,-41.98,47.9,-33.04,0.5,-56.78,0.0,-100.0,0.0,-100.0,0.0,-100.0,43.5,-0.0,-31.42,43.5
Josh Morris,6.0,18.0,-40.08,4.0,8.0,-27.48,3.0,9.0,-35.98,3.0,12.0,46.34,0.0,0.0,-100.0,3.0,-9.0,341.83,0.0,0.0,-100.0,0.0,0.0,-100.0,10.0,-35.6,6.0,-40.29,5.0,5.86,0.0,-100.0,3.0,-30.18,0.0,-100.0,3.0,81.05,80.0,4.74,0.0,-100.0,197.0,-26.97,66.7,-6.76,1.0,-13.57,1.0,17.92,0.0,-100.0,0.0,-100.0,38.0,-0.0,-40.1,38.0
Josh P. Kennedy,10.0,30.0,-0.13,8.5,17.0,54.1,6.0,18.0,28.04,0.5,2.0,-75.61,0.5,0.5,-21.75,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,18.5,19.13,12.0,19.41,7.5,58.8,0.0,-100.0,6.0,39.63,1.5,91.82,2.0,20.7,80.75,5.72,1.0,-63.48,287.5,6.58,74.25,3.8,1.5,29.65,2.5,194.81,0.0,-100.0,0.0,-100.0,66.0,-0.0,4.05,66.0
Josh Rotham,8.76,26.28,-12.51,2.14,4.28,-61.2,5.89,17.67,25.69,0.88,3.52,-57.07,0.54,0.54,-15.49,1.02,-3.06,50.22,0.0,0.0,-100.0,0.0,0.0,-100.0,10.9,-29.81,8.36,-16.81,2.49,-47.28,0.33,-15.17,5.57,29.63,0.0,-100.0,0.99,-40.25,82.05,7.43,2.58,-5.77,219.25,-18.72,83.16,16.26,0.97,-16.16,0.33,-61.08,0.21,-76.08,0.21,-72.9,49.28,-19.19,-22.31,49.23
Josh Schache,9.0,27.0,-10.12,1.67,3.34,-69.72,5.0,15.0,6.7,1.67,6.68,-18.54,0.67,0.67,4.85,0.33,-0.99,-51.4,1.0,6.0,495.24,0.67,0.67,444.72,10.67,-31.29,8.0,-20.39,2.33,-50.67,0.67,72.24,4.33,0.77,0.0,-100.0,2.0,20.7,58.33,-23.63,1.33,-51.42,233.33,-13.5,52.0,-27.31,0.67,-42.09,0.0,-100.0,0.33,-62.41,0.0,-100.0,61.33,-0.0,-3.32,58.37
Josh Sinn,11.0,33.0,9.86,2.0,4.0,-63.74,8.0,24.0,70.72,3.0,12.0,46.34,1.0,1.0,56.49,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,13.0,-16.29,12.0,19.41,2.0,-57.65,0.0,-100.0,8.0,86.18,0.0,-100.0,0.0,-100.0,84.6,10.76,5.0,82.62,302.0,11.96,81.8,14.35,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,74.0,-0.0,16.66,74.0
Josh Walker,6.33,18.99,-36.78,3.83,7.66,-30.57,4.83,14.49,3.07,1.0,4.0,-51.22,0.67,0.67,4.85,0.67,-2.01,-1.33,0.0,0.0,-100.0,0.17,0.17,38.21,10.17,-34.51,4.83,-51.94,4.5,-4.72,1.5,285.6,3.33,-22.5,0.0,-100.0,0.67,-59.57,85.42,11.84,3.17,15.78,197.17,-26.91,85.58,19.64,1.83,58.17,0.17,-79.95,0.0,-100.0,0.0,-100.0,44.0,-0.0,-30.64,43.97
Josh Ward,11.86,35.58,18.45,7.57,15.14,37.24,4.0,12.0,-14.64,2.0,8.0,-2.44,1.0,1.0,56.49,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,19.43,25.12,16.14,60.61,4.29,-9.17,0.0,-100.0,4.0,-6.91,1.14,45.78,3.57,115.45,74.11,-2.97,2.0,-26.95,337.14,24.98,59.06,-17.44,0.14,-87.9,1.71,101.65,0.0,-100.0,0.0,-100.0,71.71,4.69,13.05,71.72
Josh Weddle,8.45,25.35,-15.61,6.04,12.08,9.5,4.66,13.98,-0.55,1.52,6.08,-25.85,0.69,0.69,7.98,0.5,-1.5,-26.36,0.7,4.2,316.67,0.19,0.19,54.47,14.48,-6.76,10.46,4.09,3.99,-15.52,0.37,-4.88,4.28,-0.4,0.34,-56.52,2.52,52.08,80.74,5.71,2.06,-24.76,270.13,0.14,80.87,13.05,1.53,32.24,1.25,47.41,0.3,-65.83,0.21,-72.9,61.97,1.96,-2.31,61.07
Josh Worrell,11.23,33.69,12.15,5.85,11.7,6.06,4.88,14.64,4.14,1.49,5.96,-27.32,1.0,1.0,56.49,0.51,-1.53,-24.89,0.0,0.0,-100.0,0.0,0.0,-100.0,17.08,9.99,9.17,-8.75,5.7,20.69,0.73,87.66,4.16,-3.19,0.3,-61.64,0.8,-51.72,80.43,5.31,6.03,120.23,317.97,17.88,80.47,12.5,1.46,26.19,1.26,48.58,2.49,183.6,2.09,169.68,65.51,10.95,3.27,65.46
Joshua Draper,6.12,18.36,-38.88,4.75,9.5,-13.89,5.5,16.5,17.37,1.12,4.48,-45.37,0.25,0.25,-60.88,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,10.88,-29.94,7.25,-27.85,3.75,-20.6,0.75,92.8,4.75,10.54,0.12,-84.65,0.12,-92.76,83.5,9.32,1.75,-36.08,125.38,-53.52,78.64,9.94,1.25,8.04,0.62,-26.89,0.0,-100.0,0.0,-100.0,46.12,-0.0,-27.29,46.09
Judd McVee,11.37,34.11,13.55,5.14,10.28,-6.82,3.26,9.78,-30.43,1.04,4.16,-49.27,0.62,0.62,-2.97,0.18,-0.54,-73.49,0.04,0.24,-76.19,0.09,0.09,-26.83,16.51,6.32,8.53,-15.12,5.73,21.32,0.17,-56.3,3.09,-28.09,0.88,12.53,0.91,-45.08,78.27,2.48,3.62,32.21,267.69,-0.76,74.41,4.02,0.85,-26.53,0.8,-5.66,2.27,158.54,2.14,176.13,58.79,8.33,-7.32,58.74
Justin McInerney,12.92,38.76,29.03,6.83,13.66,23.82,5.08,15.24,8.41,1.17,4.68,-42.93,0.92,0.92,43.97,0.58,-1.74,-14.58,0.42,2.52,150.0,0.17,0.17,38.21,19.75,27.18,14.08,40.11,5.83,23.44,0.33,-15.17,4.75,10.54,1.92,145.52,3.58,116.05,73.85,-3.31,1.33,-51.42,346.33,28.39,65.19,-8.87,0.75,-35.18,1.08,27.36,0.0,-100.0,0.0,-100.0,74.17,-0.0,16.92,74.21
Jy Farrar,8.13,24.39,-18.81,5.87,11.74,6.42,3.7,11.1,-21.04,1.65,6.6,-19.51,1.2,1.2,87.79,0.9,-2.7,32.55,0.02,0.12,-88.1,0.28,0.28,127.64,14.0,-9.85,7.43,-26.06,6.51,37.84,0.31,-20.31,3.38,-21.34,0.33,-57.8,1.13,-31.8,69.22,-9.37,3.97,45.0,263.88,-2.18,71.42,-0.16,1.06,-8.38,0.69,-18.63,1.14,29.84,0.44,-43.23,52.7,-7.45,-16.92,52.73
Jye Caldwell,7.0,21.0,-30.09,11.0,22.0,99.42,2.0,6.0,-57.32,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,2.0,12.0,1090.48,1.0,1.0,713.01,18.0,15.91,7.0,-30.34,11.0,132.9,1.0,157.07,1.0,-76.73,4.0,411.51,2.0,20.7,66.7,-12.67,0.0,-100.0,178.0,-34.01,57.1,-20.18,0.0,-100.0,2.0,135.85,0.0,-100.0,0.0,-100.0,70.0,-0.0,10.35,70.0
Kaine Baldwin,8.5,25.5,-15.11,2.0,4.0,-63.74,5.0,15.0,6.7,2.0,8.0,-2.44,1.0,1.0,56.49,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,10.5,-32.38,7.5,-25.37,3.0,-36.48,0.0,-100.0,5.0,16.36,0.5,-36.06,1.5,-9.47,88.45,15.81,4.5,64.35,294.5,9.17,83.35,16.52,1.5,29.65,0.5,-41.04,0.0,-100.0,0.0,-100.0,52.0,-0.0,-18.03,52.0
Kallan Dawson,7.18,21.54,-28.29,4.42,8.84,-19.87,4.47,13.41,-4.61,1.0,4.0,-51.22,0.28,0.28,-56.18,0.98,-2.94,44.33,0.0,0.0,-100.0,0.0,0.0,-100.0,11.6,-25.3,7.81,-22.28,3.4,-28.01,0.14,-64.01,4.33,0.77,0.28,-64.19,1.25,-24.56,83.5,9.32,3.47,26.73,253.35,-6.08,78.74,10.08,1.39,20.14,0.86,1.42,0.0,-100.0,0.0,-100.0,45.14,-1.63,-28.84,45.13
Kane Farrell,14.19,42.57,41.72,4.61,9.22,-16.42,4.83,14.49,3.07,2.56,10.24,24.88,0.62,0.62,-2.97,0.71,-2.13,4.57,0.29,1.74,72.62,0.18,0.18,46.34,18.8,21.06,11.76,17.03,3.98,-15.73,0.09,-76.86,4.74,10.31,1.02,30.43,3.15,90.1,81.4,6.58,4.36,59.24,494.13,83.18,81.18,13.49,1.06,-8.38,1.43,68.63,3.44,291.8,3.31,327.1,76.91,-4.77,21.24,76.93
Karl Amon,18.08,54.24,80.57,5.26,10.52,-4.64,7.37,22.11,57.28,1.7,6.8,-17.07,0.31,0.31,-51.49,0.61,-1.83,-10.16,0.08,0.48,-52.38,0.08,0.08,-34.96,23.34,50.3,16.01,59.32,3.77,-20.18,0.08,-79.43,7.3,69.89,1.22,56.01,2.64,59.32,82.43,7.92,5.99,118.77,524.0,94.25,79.97,11.8,0.39,-66.29,0.93,9.67,4.08,364.69,4.08,426.45,92.71,-11.28,46.15,92.71
Kayne Turner,7.5,22.5,-25.1,4.5,9.0,-18.42,3.0,9.0,-35.98,2.0,8.0,-2.44,0.5,0.5,-21.75,1.5,-4.5,120.91,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-22.73,7.0,-30.34,4.0,-15.31,0.5,28.53,2.5,-41.82,0.0,-100.0,1.0,-39.65,79.8,4.48,2.5,-8.69,168.5,-37.53,82.95,15.96,1.5,29.65,0.5,-41.04,0.5,-43.05,0.0,-100.0,44.5,-0.0,-29.85,44.5
