playerName,kicks W Mean,kicks FP,kicks Scalar,handballs W Mean,handballs FP,handballs Scalar,marks W Mean,marks FP,marks Scalar,tackles W Mean,tackles FP,tackles Scalar,freesFor W Mean,freesFor FP,freesFor Scalar,freesAgainst W Mean,freesAgainst FP,freesAgainst Scalar,goals W Mean,goals FP,goals Scalar,behinds W Mean,behinds FP,behinds Scalar,disposals W Mean,disposals Scalar,uncontestedPossessions W Mean,uncontestedPossessions Scalar,contestedPossessions W Mean,contestedPossessions Scalar,contestedMarks W Mean,contestedMarks Scalar,uncontestedMarks W Mean,uncontestedMarks Scalar,clearances.totalClearances W Mean,clearances.totalClearances Scalar,inside50s W Mean,inside50s Scalar,disposalEfficiency W Mean,disposalEfficiency Scalar,rebound50s W Mean,rebound50s Scalar,metresGained W Mean,metresGained Scalar,extendedStats.kickEfficiency W Mean,extendedStats.kickEfficiency Scalar,extendedStats.interceptMarks W Mean,extendedStats.interceptMarks Scalar,extendedStats.scoreLaunches W Mean,extendedStats.scoreLaunches Scalar,extendedStats.kickins W Mean,extendedStats.kickins Scalar,extendedStats.kickinsPlayon W Mean,extendedStats.kickinsPlayon Scalar,dreamTeamPoints W Mean,dreamTeamPoints Trend,dreamTeamPoints Scalar,dreamTeamPoints FP
Keidean Coleman,7.14,21.42,-28.69,2.31,4.62,-58.12,4.05,12.15,-13.57,0.35,1.4,-82.93,0.13,0.13,-79.66,0.13,-0.39,-80.85,0.01,0.06,-94.05,0.0,0.0,-100.0,9.45,-39.15,6.85,-31.83,2.37,-49.82,0.05,-87.15,4.0,-6.91,0.17,-78.26,2.24,35.18,84.85,11.09,1.23,-55.08,177.54,-34.18,81.3,13.66,1.87,61.62,1.83,115.8,1.12,27.56,0.19,-75.48,39.4,-34.37,-37.89,39.39
Kyle Langford,9.33,27.99,-6.82,4.0,8.0,-27.48,5.67,17.01,21.0,1.17,4.68,-42.93,0.67,0.67,4.85,0.83,-2.49,22.24,1.67,10.02,894.05,0.67,0.67,444.72,13.33,-14.16,8.83,-12.13,5.17,9.46,1.0,157.07,4.67,8.68,0.5,-36.06,1.83,10.44,62.25,-18.5,1.0,-63.48,229.67,-14.86,49.88,-30.27,0.67,-42.09,0.5,-41.04,0.0,-100.0,0.0,-100.0,66.5,-0.0,4.83,66.55
Kyron Hayden,7.5,22.5,-25.1,4.5,9.0,-18.42,5.0,15.0,6.7,1.0,4.0,-51.22,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,12.0,-22.73,9.5,-5.46,3.5,-25.89,0.0,-100.0,5.0,16.36,0.5,-36.06,0.0,-100.0,78.65,2.97,3.5,27.83,112.5,-58.29,79.45,11.07,0.5,-56.78,0.0,-100.0,0.0,-100.0,0.0,-100.0,47.5,-0.0,-25.12,47.5
Lachie Ash,14.08,42.24,40.62,7.77,15.54,40.86,6.32,18.96,34.87,1.74,6.96,-15.12,0.44,0.44,-31.14,0.42,-1.26,-38.14,0.01,0.06,-94.05,0.07,0.07,-43.09,21.86,40.77,14.91,48.37,4.93,4.38,0.1,-74.29,6.22,44.75,0.83,6.14,1.95,17.68,80.32,5.16,4.85,77.14,391.85,45.26,78.32,9.49,0.82,-29.13,1.13,33.25,2.62,198.41,2.52,225.16,83.04,6.83,30.91,83.01
Lachie Hunter,15.0,45.0,49.81,7.0,14.0,26.9,6.0,18.0,28.04,4.0,16.0,95.12,1.0,1.0,56.49,0.0,-0.0,-100.0,1.0,6.0,495.24,0.0,0.0,-100.0,22.0,41.67,14.0,39.32,8.0,69.38,0.0,-100.0,6.0,39.63,1.0,27.88,5.0,201.75,63.6,-16.73,1.0,-63.48,484.0,79.42,53.3,-25.49,0.0,-100.0,3.0,253.77,0.0,-100.0,0.0,-100.0,100.0,-0.0,57.64,100.0
Lachie Jones,6.09,18.27,-39.18,5.81,11.62,5.33,3.31,9.93,-29.36,1.92,7.68,-6.34,0.69,0.69,7.98,0.25,-0.75,-63.18,0.0,0.0,-100.0,0.02,0.02,-83.74,11.9,-23.37,7.39,-26.46,4.76,0.78,0.1,-74.29,3.21,-25.3,0.64,-18.16,1.06,-36.03,81.64,6.89,1.56,-43.02,189.36,-29.8,74.4,4.01,0.63,-45.55,0.78,-8.02,0.0,-100.0,0.0,-100.0,47.49,-5.58,-25.13,47.46
Lachie Plowman,7.0,21.0,-30.09,6.17,12.34,11.86,4.67,14.01,-0.34,2.5,10.0,21.95,1.5,1.5,134.74,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,13.17,-15.19,8.17,-18.7,5.67,20.05,0.5,28.53,4.17,-2.96,0.5,-36.06,0.67,-59.57,81.12,6.21,2.17,-20.75,155.33,-42.42,78.07,9.14,2.0,72.86,0.67,-20.99,0.0,-100.0,0.0,-100.0,57.33,-0.0,-9.62,57.35
Lachie Weller,8.64,25.92,-13.71,6.25,12.5,13.31,1.0,3.0,-78.66,2.58,10.32,25.85,0.48,0.48,-24.88,0.11,-0.33,-83.8,0.42,2.52,150.0,0.03,0.03,-75.61,14.89,-4.11,8.88,-11.63,5.31,12.43,0.0,-100.0,1.0,-76.73,2.22,183.89,2.36,42.43,54.92,-28.09,3.57,30.39,421.39,56.21,28.9,-59.6,0.07,-93.95,0.1,-88.21,2.01,128.93,2.01,159.35,54.45,-20.9,-14.16,54.44
Lachie Whitfield,19.35,58.05,93.25,10.81,21.62,95.98,7.12,21.36,51.94,2.62,10.48,27.8,0.8,0.8,25.2,1.17,-3.51,72.31,0.01,0.06,-94.05,0.04,0.04,-67.48,30.16,94.22,19.09,89.97,5.74,21.53,0.13,-66.58,7.0,62.9,1.22,56.01,2.78,67.77,80.95,5.99,5.68,107.45,497.07,84.27,79.37,10.96,0.61,-47.28,1.24,46.23,5.81,561.73,5.35,590.32,108.89,9.98,71.66,108.9
Lachie Young,7.43,22.29,-25.8,4.99,9.98,-9.54,4.32,12.96,-7.81,3.55,14.2,73.17,0.76,0.76,18.94,0.16,-0.48,-76.44,0.01,0.06,-94.05,0.0,0.0,-100.0,12.42,-20.02,8.04,-19.99,4.0,-15.31,0.6,54.24,3.72,-13.43,0.03,-96.16,2.0,20.7,79.08,3.54,2.39,-12.71,254.63,-5.61,71.79,0.36,1.0,-13.57,0.33,-61.08,0.48,-45.33,0.45,-41.94,59.78,-9.27,-5.76,59.77
Lachlan Bramble,12.75,38.25,27.33,6.15,12.3,11.49,4.18,12.54,-10.8,1.38,5.52,-32.68,0.52,0.52,-18.62,0.39,-1.17,-42.56,0.11,0.66,-34.52,0.2,0.2,62.6,18.9,21.71,12.52,24.59,3.91,-17.21,0.06,-84.58,4.13,-3.89,0.57,-27.11,2.71,63.55,78.34,2.57,3.44,25.64,391.77,45.23,75.21,5.14,0.62,-46.41,1.46,72.17,2.74,212.07,2.51,223.87,68.83,17.99,8.51,68.82
Lachlan Cowan,10.06,30.18,0.47,4.75,9.5,-13.89,4.69,14.07,0.09,3.35,13.4,63.41,0.7,0.7,9.55,0.56,-1.68,-17.53,0.12,0.72,-28.57,0.0,0.0,-100.0,14.81,-4.63,9.82,-2.28,4.93,4.38,0.63,61.95,4.06,-5.52,0.74,-5.37,1.44,-13.1,73.1,-4.29,2.23,-18.55,264.54,-1.93,66.13,-7.55,1.12,-3.2,0.82,-3.3,0.0,-100.0,0.0,-100.0,66.89,21.94,5.45,66.89
Lachlan Keeffe,5.25,15.75,-47.57,0.36,0.72,-93.47,2.96,8.88,-36.83,1.18,4.72,-42.44,0.11,0.11,-82.79,0.11,-0.33,-83.8,0.0,0.0,-100.0,0.0,0.0,-100.0,5.61,-63.87,4.14,-58.8,2.21,-53.21,0.89,128.79,2.07,-51.83,0.07,-91.05,2.64,59.32,61.82,-19.06,0.29,-89.41,174.46,-35.33,62.74,-12.29,0.89,-23.08,1.82,114.62,0.04,-95.44,0.04,-94.84,42.11,-0.63,-33.62,29.85
Lachlan Sholl,20.0,60.0,99.74,5.0,10.0,-9.35,4.0,12.0,-14.64,2.0,8.0,-2.44,0.0,0.0,-100.0,1.0,-3.0,47.28,1.0,6.0,495.24,1.0,1.0,713.01,25.0,60.99,17.0,69.17,5.0,5.86,1.0,157.07,3.0,-30.18,1.0,27.88,3.0,81.05,64.0,-16.21,6.0,119.14,580.0,115.01,65.0,-9.13,2.0,72.86,1.0,17.92,0.0,-100.0,0.0,-100.0,94.0,-0.0,48.19,94.0
Laitham Vandermeer,8.12,24.36,-18.91,4.62,9.24,-16.24,2.75,8.25,-41.31,3.25,13.0,58.54,0.12,0.12,-81.22,0.5,-1.5,-26.36,0.25,1.5,48.81,0.25,0.25,103.25,12.75,-17.9,10.5,4.49,2.38,-49.61,0.0,-100.0,2.75,-36.0,0.25,-68.03,2.62,58.12,74.81,-2.05,2.0,-26.95,284.38,5.42,69.72,-2.53,0.5,-56.78,0.38,-55.19,0.0,-100.0,0.0,-100.0,55.25,-0.0,-12.9,55.22
Lawson Humphries,14.5,43.5,44.81,5.5,11.0,-0.29,7.5,22.5,60.05,1.0,4.0,-51.22,0.5,0.5,-21.75,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,20.0,28.79,13.5,34.34,5.0,5.86,0.5,28.53,7.0,62.9,1.0,27.88,3.0,81.05,89.6,17.31,1.0,-63.48,296.5,9.92,89.9,25.68,1.5,29.65,2.0,135.85,0.5,-43.05,0.5,-35.48,81.5,-0.0,28.48,81.5
Lewis Melican,6.81,20.43,-31.99,2.98,5.96,-45.98,3.74,11.22,-20.19,2.33,9.32,13.66,0.74,0.74,15.81,0.38,-1.14,-44.04,0.07,0.42,-58.33,0.0,0.0,-100.0,9.78,-37.02,6.0,-40.29,3.69,-21.87,0.33,-15.17,3.41,-20.64,0.12,-84.65,0.67,-59.57,81.21,6.33,1.83,-33.16,146.43,-45.72,84.5,18.13,2.05,77.18,0.79,-6.84,0.0,-100.0,0.0,-100.0,46.95,-7.19,-25.99,46.95
Lewis Young,11.83,35.49,18.15,4.76,9.52,-13.71,8.42,25.26,79.68,0.57,2.28,-72.2,0.99,0.99,54.93,1.82,-5.46,168.04,0.01,0.06,-94.05,0.0,0.0,-100.0,16.59,6.83,11.83,17.72,3.34,-29.28,0.74,90.23,7.69,78.96,0.14,-82.1,0.58,-65.0,78.47,2.74,3.84,40.25,229.11,-15.07,70.57,-1.34,2.05,77.18,0.88,3.77,0.01,-98.86,0.01,-98.71,68.95,-5.98,8.7,68.14
Liam Baker,13.73,41.19,37.12,9.33,18.66,69.14,4.28,12.84,-8.66,2.6,10.4,26.83,0.79,0.79,23.63,1.13,-3.39,66.42,0.13,0.78,-22.62,0.38,0.38,208.94,23.06,48.5,14.9,48.27,7.48,58.37,0.03,-92.29,4.25,-1.09,1.01,29.16,2.75,65.96,75.5,-1.15,4.15,51.57,374.3,38.76,67.6,-5.5,1.63,40.88,1.53,80.42,0.86,-2.05,0.73,-5.81,81.66,-0.5,28.73,81.65
Liam Duggan,17.55,52.65,75.27,5.44,10.88,-1.38,7.19,21.57,53.44,2.74,10.96,33.66,0.51,0.51,-20.19,0.94,-2.82,38.44,0.11,0.66,-34.52,0.11,0.11,-10.57,22.99,48.05,16.58,64.99,4.71,-0.28,0.14,-64.01,7.06,64.3,1.75,123.79,3.92,136.57,70.77,-7.34,4.67,70.56,517.88,91.98,66.95,-6.41,1.16,0.26,0.71,-16.27,2.29,160.82,1.81,133.55,94.56,3.83,49.07,94.52
Liam Shiels,4.0,12.0,-60.05,7.0,14.0,26.9,3.0,9.0,-35.98,3.0,12.0,46.34,0.0,0.0,-100.0,1.0,-3.0,47.28,1.0,6.0,495.24,0.0,0.0,-100.0,11.0,-29.16,7.0,-30.34,5.0,5.86,1.0,157.07,2.0,-53.46,0.0,-100.0,1.0,-39.65,81.8,7.1,0.0,-100.0,58.0,-78.5,75.0,4.85,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,50.0,-0.0,-21.18,50.0
Liam Stocker,7.13,21.39,-28.79,5.85,11.7,6.06,4.34,13.02,-7.38,2.23,8.92,8.78,0.43,0.43,-32.71,0.6,-1.8,-11.63,0.0,0.0,-100.0,0.17,0.17,38.21,12.98,-16.41,8.53,-15.12,4.64,-1.76,0.24,-38.3,4.1,-4.58,0.92,17.65,1.62,-2.23,79.65,4.28,1.66,-39.37,180.66,-33.03,81.32,13.68,0.8,-30.86,0.63,-25.71,0.23,-73.8,0.23,-70.32,53.85,-8.65,-15.11,53.83
Lloyd Johnston,3.0,9.0,-70.04,3.0,6.0,-45.61,3.0,9.0,-35.98,3.0,12.0,46.34,2.0,2.0,212.99,0.0,-0.0,-100.0,0.0,0.0,-100.0,2.0,2.0,1526.02,6.0,-61.36,4.0,-60.2,4.0,-15.31,1.0,157.07,2.0,-53.46,0.0,-100.0,1.0,-39.65,16.7,-78.14,0.0,-100.0,85.0,-68.49,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,40.0,-0.0,-36.94,40.0
Luke Breust,6.0,18.0,-40.08,5.0,10.0,-9.35,1.0,3.0,-78.66,0.0,0.0,-100.0,1.0,1.0,56.49,2.0,-6.0,194.55,2.0,12.0,1090.48,0.0,0.0,-100.0,11.0,-29.16,6.0,-40.29,4.0,-15.31,0.0,-100.0,1.0,-76.73,1.0,27.88,2.0,20.7,63.6,-16.73,0.0,-100.0,190.0,-29.56,50.0,-30.1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,38.0,-0.0,-40.1,38.0
Luke Brown,7.9,23.7,-21.1,5.6,11.2,1.52,3.3,9.9,-29.58,1.9,7.6,-7.32,1.5,1.5,134.74,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,13.5,-13.07,8.0,-20.39,5.0,5.86,0.0,-100.0,3.3,-23.2,0.7,-10.49,0.5,-69.82,83.75,9.65,2.7,-1.39,177.4,-34.24,77.16,7.87,0.6,-48.14,1.1,29.72,1.3,48.06,0.7,-9.68,52.4,-0.0,-17.39,52.4
Luke Cleary,5.93,17.79,-40.78,3.86,7.72,-30.02,2.95,8.85,-37.05,1.02,4.08,-50.24,0.0,0.0,-100.0,0.84,-2.52,23.71,0.0,0.0,-100.0,0.0,0.0,-100.0,9.79,-36.96,6.26,-37.71,3.7,-21.66,0.0,-100.0,2.95,-31.35,0.14,-82.1,0.02,-98.79,87.78,14.93,2.23,-18.55,175.14,-35.07,80.18,12.09,0.84,-27.4,0.84,-0.94,0.84,-4.33,0.84,8.39,35.95,-17.67,-43.33,35.92
Luke Edwards,5.0,15.0,-50.06,3.0,6.0,-45.61,2.0,6.0,-57.32,2.0,8.0,-2.44,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,8.0,-48.48,6.0,-40.29,1.0,-78.83,0.0,-100.0,2.0,-53.46,1.0,27.88,1.0,-39.65,62.5,-18.17,1.0,-63.48,113.0,-58.11,80.0,11.84,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,35.0,-0.0,-44.82,35.0
Luke Foley,7.12,21.36,-28.89,4.48,8.96,-18.78,3.31,9.93,-29.36,2.24,8.96,9.27,0.5,0.5,-21.75,0.26,-0.78,-61.71,0.0,0.0,-100.0,0.02,0.02,-83.74,11.6,-25.3,8.67,-13.72,2.6,-44.95,0.05,-87.15,3.26,-24.13,0.6,-23.27,0.52,-68.62,69.86,-8.53,1.79,-34.62,161.12,-40.27,61.03,-14.68,0.79,-31.72,0.14,-83.49,0.0,-100.0,0.0,-100.0,48.93,-12.04,-22.86,48.95
Luke McDonald,9.98,29.94,-0.33,4.77,9.54,-13.52,4.85,14.55,3.5,2.51,10.04,22.44,0.59,0.59,-7.67,0.59,-1.77,-13.11,0.01,0.06,-94.05,0.0,0.0,-100.0,14.75,-5.02,10.21,1.6,3.78,-19.97,0.37,-4.88,4.49,4.49,0.32,-59.08,1.45,-12.49,82.36,7.83,3.09,12.86,269.43,-0.12,80.94,13.15,1.02,-11.84,0.71,-16.27,0.67,-23.69,0.54,-30.32,62.95,-13.11,-0.76,62.95
Luke Nankervis,10.8,32.4,7.86,8.2,16.4,48.66,5.4,16.2,15.24,2.4,9.6,17.07,0.8,0.8,25.2,1.2,-3.6,76.73,0.2,1.2,19.05,0.0,0.0,-100.0,19.0,22.35,15.0,49.27,4.4,-6.84,0.0,-100.0,5.4,25.67,0.2,-74.42,2.2,32.77,79.12,3.59,1.6,-41.56,233.6,-13.4,73.72,3.06,0.8,-30.86,0.4,-52.83,0.2,-77.22,0.0,-100.0,73.0,-0.0,15.08,73.0
Luke Parks,4.0,12.0,-60.05,5.0,10.0,-9.35,3.0,9.0,-35.98,1.0,4.0,-51.22,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,9.0,-42.04,5.0,-50.24,4.0,-15.31,0.0,-100.0,3.0,-30.18,0.0,-100.0,0.0,-100.0,100.0,30.93,1.0,-63.48,-2.0,-100.74,100.0,39.8,0.0,-100.0,1.0,17.92,0.0,-100.0,0.0,-100.0,35.0,-0.0,-44.82,35.0
Luke Ryan,19.25,57.75,92.25,5.34,10.68,-3.19,8.12,24.36,73.28,1.73,6.92,-15.61,0.57,0.57,-10.8,0.23,-0.69,-66.13,0.0,0.0,-100.0,0.0,0.0,-100.0,24.58,58.28,13.75,36.83,4.31,-8.74,0.22,-43.44,7.9,83.85,0.44,-43.73,1.29,-22.15,86.46,13.2,8.24,200.95,557.71,106.75,86.93,21.53,1.75,51.25,1.39,63.92,6.88,683.6,6.22,702.58,99.59,7.42,57.0,99.59
Mac Andrew,10.66,31.98,6.46,4.5,9.0,-18.42,6.57,19.71,40.2,1.59,6.36,-22.44,1.19,1.19,86.23,1.44,-4.32,112.08,0.18,1.08,7.14,0.06,0.06,-51.22,15.17,-2.31,10.09,0.41,4.97,5.23,0.97,149.36,5.61,30.56,0.38,-51.41,1.6,-3.44,79.56,4.17,3.39,23.81,313.6,16.26,76.51,6.96,2.99,158.43,0.95,12.03,0.04,-95.44,0.03,-96.13,65.73,16.83,3.62,65.06
Malcolm Rosas,3.0,9.0,-70.04,4.0,8.0,-27.48,3.0,9.0,-35.98,3.0,12.0,46.34,1.0,1.0,56.49,0.0,-0.0,-100.0,1.0,6.0,495.24,0.0,0.0,-100.0,7.0,-54.92,5.0,-50.24,3.0,-36.48,0.0,-100.0,3.0,-30.18,0.0,-100.0,1.0,-39.65,85.7,12.21,0.0,-100.0,95.0,-64.78,66.7,-6.76,0.0,-100.0,2.0,135.85,0.0,-100.0,0.0,-100.0,45.0,-0.0,-29.06,45.0
Marcus Adams,11.92,35.76,19.05,3.5,7.0,-36.55,7.25,21.75,54.72,1.42,5.68,-30.73,0.75,0.75,17.37,0.92,-2.76,35.49,0.08,0.48,-52.38,0.0,0.0,-100.0,15.42,-0.7,10.33,2.8,5.25,11.16,1.25,221.34,6.0,39.63,0.17,-78.26,1.42,-14.3,72.14,-5.55,3.92,43.17,312.92,16.0,70.08,-2.03,3.33,187.81,0.75,-11.56,0.17,-80.64,0.17,-78.06,68.67,-0.0,8.25,68.66
Marcus Windhager,13.0,39.0,29.83,5.0,10.0,-9.35,8.0,24.0,70.72,0.0,0.0,-100.0,0.0,0.0,-100.0,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,18.0,15.91,18.0,79.12,1.0,-78.83,0.0,-100.0,8.0,86.18,0.0,-100.0,1.0,-39.65,88.9,16.39,1.0,-63.48,253.0,-6.21,84.6,18.27,1.0,-13.57,0.0,-100.0,0.0,-100.0,0.0,-100.0,70.0,-0.0,10.35,70.0
Mark Blicavs,8.14,24.42,-18.71,9.71,19.42,76.03,3.93,11.79,-16.13,6.14,24.56,199.51,0.43,0.43,-32.71,0.5,-1.5,-26.36,0.0,0.0,-100.0,0.0,0.0,-100.0,17.86,15.01,7.79,-22.48,10.36,119.35,0.57,46.53,3.36,-21.81,2.71,246.55,1.93,16.48,57.93,-24.15,2.79,1.9,277.71,2.95,38.68,-45.93,1.07,-7.52,2.07,144.1,0.0,-100.0,0.0,-100.0,91.0,10.64,43.46,79.12
Mark Keane,11.6,34.8,15.85,3.45,6.9,-37.45,3.4,10.2,-27.44,1.23,4.92,-40.0,0.4,0.4,-37.4,1.69,-5.07,148.9,0.0,0.0,-100.0,0.0,0.0,-100.0,15.05,-3.08,5.06,-49.65,5.34,13.06,1.09,180.21,2.31,-46.24,0.28,-64.19,0.43,-74.05,78.03,2.16,5.88,114.76,352.31,30.61,77.23,7.97,2.17,87.55,1.31,54.48,3.43,290.66,3.15,306.45,52.17,0.78,-17.76,52.15
Mark O'Connor,4.01,12.03,-59.95,5.88,11.76,6.6,0.82,2.46,-82.5,5.56,22.24,171.22,1.04,1.04,62.75,0.16,-0.48,-76.44,0.03,0.18,-82.14,0.02,0.02,-83.74,9.89,-36.31,4.08,-59.4,6.68,41.44,0.05,-87.15,0.76,-82.31,1.08,38.11,0.29,-82.5,77.53,1.51,2.02,-26.22,93.48,-65.35,67.33,-5.87,0.2,-82.71,0.95,12.03,0.02,-97.72,0.01,-98.71,49.2,-15.54,-22.44,49.25
Marty Hore,7.0,21.0,-30.09,4.0,8.0,-27.48,4.0,12.0,-14.64,0.0,0.0,-100.0,0.0,0.0,-100.0,2.0,-6.0,194.55,0.0,0.0,-100.0,0.0,0.0,-100.0,11.0,-29.16,7.0,-30.34,4.0,-15.31,0.0,-100.0,4.0,-6.91,0.0,-100.0,0.0,-100.0,72.7,-4.82,2.0,-26.95,144.0,-46.62,57.1,-20.18,2.0,72.86,0.0,-100.0,0.0,-100.0,0.0,-100.0,35.0,-0.0,-44.82,35.0
Mason Redman,19.02,57.06,89.95,4.65,9.3,-15.7,7.68,23.04,63.89,0.74,2.96,-63.9,1.81,1.81,183.26,0.56,-1.68,-17.53,0.46,2.76,173.81,0.46,0.46,273.98,23.67,52.42,14.83,47.58,4.92,4.17,0.5,28.53,7.18,67.09,0.44,-43.73,1.67,0.78,79.78,4.45,3.69,34.77,468.5,73.68,82.19,14.9,2.01,73.73,1.89,122.88,5.22,494.53,5.18,568.39,95.74,6.73,50.93,95.71
Massimo D'Ambrosio,11.14,33.42,11.26,7.07,14.14,28.17,4.93,14.79,5.21,1.71,6.84,-16.59,0.71,0.71,11.11,0.29,-0.87,-57.29,0.21,1.26,25.0,0.28,0.28,127.64,18.21,17.26,12.22,21.6,6.15,30.21,0.07,-82.01,4.86,13.1,1.21,54.73,1.57,-5.25,76.76,0.5,2.57,-6.14,269.72,-0.01,72.71,1.65,1.0,-13.57,1.72,102.83,0.15,-82.92,0.15,-80.65,70.64,10.16,11.36,70.57
Matt Roberts,15.0,45.0,49.81,8.5,17.0,54.1,6.0,18.0,28.04,2.5,10.0,21.95,0.0,0.0,-100.0,0.0,-0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,23.5,51.33,12.0,19.41,5.5,16.45,0.0,-100.0,6.0,39.63,1.0,27.88,1.5,-9.47,79.2,3.69,2.5,-8.69,322.0,19.37,87.1,21.76,1.5,29.65,1.5,76.89,6.0,583.37,6.0,674.19,90.0,-0.0,41.88,90.0
Matthew Kennedy,14.0,42.0,39.82,7.0,14.0,26.9,8.0,24.0,70.72,2.0,8.0,-2.44,1.0,1.0,56.49,1.0,-3.0,47.28,0.0,0.0,-100.0,0.0,0.0,-100.0,21.0,35.23,13.0,29.37,6.0,27.04,0.0,-100.0,8.0,86.18,0.0,-100.0,2.0,20.7,85.7,12.21,2.0,-26.95,206.0,-23.63,92.9,29.87,0.0,-100.0,1.0,17.92,1.0,13.9,1.0,29.03,86.0,-0.0,35.57,86.0
Max Holmes,14.86,44.58,48.41,10.0,20.0,81.29,5.14,15.42,9.69,3.0,12.0,46.34,0.29,0.29,-54.62,0.14,-0.42,-79.38,0.86,5.16,411.9,0.14,0.14,13.82,24.86,60.09,16.14,60.61,7.71,63.24,0.29,-25.45,4.86,13.1,2.71,246.55,4.43,167.35,69.57,-8.91,3.14,14.68,618.57,129.31,62.43,-12.72,1.14,-1.47,1.57,85.14,0.57,-35.08,0.43,-44.52,97.14,-0.0,53.14,97.17
Max Michalanney,8.94,26.82,-10.72,5.13,10.26,-7.0,5.11,15.33,9.05,3.1,12.4,51.22,0.72,0.72,12.68,0.69,-2.07,1.62,0.0,0.0,-100.0,0.04,0.04,-67.48,14.07,-9.4,10.29,2.4,3.64,-22.93,0.52,33.68,4.6,7.05,0.29,-62.92,1.34,-19.13,80.6,5.53,3.07,12.13,237.39,-12.0,78.4,9.6,1.35,16.68,0.86,1.42,0.24,-72.67,0.15,-80.65,63.5,6.28,0.1,63.5
Michael Hibberd,9.09,27.27,-9.22,5.28,10.56,-4.28,4.07,12.21,-13.15,1.31,5.24,-36.1,0.75,0.75,17.37,0.34,-1.02,-49.93,0.0,0.0,-100.0,0.0,0.0,-100.0,14.38,-7.4,7.55,-24.87,6.38,35.08,0.63,61.95,3.45,-19.71,0.16,-79.54,0.52,-68.62,78.75,3.11,5.11,86.63,270.96,0.45,75.76,5.91,1.65,42.61,1.16,36.79,1.36,54.9,1.16,49.68,55.0,-7.69,-13.3,55.01
Miles Bergman,10.8,32.4,7.86,4.3,8.6,-22.04,6.58,19.74,40.42,2.81,11.24,37.07,0.6,0.6,-6.1,0.6,-1.8,-11.63,0.0,0.0,-100.0,0.26,0.26,111.38,15.1,-2.76,9.69,-3.57,5.35,13.28,0.73,87.66,5.85,36.14,0.33,-57.8,2.19,32.17,73.97,-3.15,4.05,47.92,345.63,28.13,69.1,-3.4,1.21,4.58,0.77,-9.2,0.03,-96.58,0.03,-96.13,71.01,8.54,11.94,71.04
Miller Bergman,7.83,23.49,-21.8,4.0,8.0,-27.48,4.17,12.51,-11.01,1.5,6.0,-26.83,0.5,0.5,-21.75,0.33,-0.99,-51.4,0.0,0.0,-100.0,0.0,0.0,-100.0,11.83,-23.82,9.67,-3.77,2.67,-43.47,0.0,-100.0,4.17,-2.96,0.17,-78.26,0.67,-59.57,83.13,8.84,1.83,-33.16,204.33,-24.25,81.52,13.96,0.67,-42.09,0.33,-61.08,0.33,-62.41,0.17,-78.06,49.5,-0.0,-21.97,49.51
Mitch Duncan,13.91,41.73,38.92,7.17,14.34,29.99,7.4,22.2,57.92,1.74,6.96,-15.12,0.34,0.34,-46.79,0.43,-1.29,-36.67,0.23,1.38,36.9,0.26,0.26,111.38,21.09,35.81,14.26,41.9,3.97,-15.94,0.17,-56.3,7.23,68.26,0.74,-5.37,1.8,8.63,78.49,2.77,3.8,38.79,357.26,32.44,77.1,7.78,1.03,-10.98,1.17,37.97,2.37,169.93,1.86,140.0,85.94,-12.35,35.48,85.92
Mitch Hannan,10.0,30.0,-0.13,4.33,8.66,-21.5,5.33,15.99,13.74,1.67,6.68,-18.54,1.0,1.0,56.49,0.67,-2.01,-1.33,0.33,1.98,96.43,0.0,0.0,-100.0,14.33,-7.72,9.33,-7.15,5.0,5.86,0.0,-100.0,5.33,24.04,0.33,-57.8,2.67,61.13,70.63,-7.53,2.0,-26.95,326.67,21.1,75.0,4.85,1.0,-13.57,0.67,-20.99,1.33,51.48,0.67,-13.55,62.33,-0.0,-1.74,62.3
Mitch McGovern,13.85,41.55,38.32,3.79,7.58,-31.29,5.11,15.33,9.05,1.87,7.48,-8.78,0.82,0.82,28.33,0.37,-1.11,-45.51,0.13,0.78,-22.62,0.14,0.14,13.82,17.64,13.59,9.29,-7.55,4.24,-10.23,0.52,33.68,4.59,6.82,0.75,-4.09,1.17,-29.39,83.73,9.63,5.12,87.0,405.19,50.21,82.37,15.15,1.75,51.25,1.81,113.44,3.97,352.16,3.34,330.97,72.57,3.21,14.4,72.57
